Inventory_ID,Approved_By,Data_Asset_Name,Data_Asset_Steward,Data_Asset_Sorting_Category,Operational_Or_Analytical_Data,Data_Asset_Acronym,Data_Asset_Description,APM_ID,Non_Salmon_Data,Data_Asset_Status,Data_Asset_Format,Data_Type,Data_Asset_Location,Data_Asset_Trustee,Data_Asset_Custodian,Application_Data_Asset_Is_Associated_With,Application_Description,Technical_Documentation,Access_Point,Policy_Levers_Data_Asset_Supports,Key_Decisions,Impact_to_DFO_Data_Consumers,Decision_Supporting_Key_Products,Impact_on_Decision_Making,Uniqueness,Cost,Data_Asset_Size,Update_Frequency,Data_Standards,Metadata_Maturity,Data_Quality_Rating,Naming_Conventions,Security_Classification,Inbound_Data_Linkage,Outbound_Data_Linkage,Publication_Status,,,,,,,,,,,,,,,,,
31,,Fishery Operations System  - Commercial Salmon,"Hamilton, Shelee (SDC)",2,,,"The Fishery Operations System (FOS) is the Department of Fisheries and Oceans Canada’s (DFO) centralized Oracle database that holds commercial salmon fishery catch, effort and biological data. The FOS database was built in 2001 and continues to be the current repository for all data pertaining to DFO’s Pacific Region Commercial Salmon Logbook program.",,Yes,Production,Oracle database,Structured,DFO Server,Ecosystems and Ocean Science,Jason Parsley/ Fifi Esenam,Fisheries Regulations Information System - FRIS,Same as db description,Entitiy Relationship Diagram (ERD),"Internet Browser, Microsoft Edge (IE Mode only)

PROD-Internal
http://paccfprodin/fos2/

PROD-External
https://www-ops2.pac.dfo-mpo.gc.ca/fos2/

TEST-Internal
http://paccftestin/fos2/

TEST-External
https://fm-training.rhq.pac.dfo-mpo.gc.ca/fos2/",Harvest - Commercial,"FOS supports decisions on commercial opening and closings.
The data / products produced by FOS are used by Stock Assessment staff in their run-size prediction models. 

The data / products produced by FOS are used by fishery / resource managers to determine commercial fishing openings and closures",Infinite,"Price Matched Log Books & Diversification Tables
Fisher reported catch based on the logbook program. Raw data is collected in-season via a call-centre. QA/QC'd analyzed data is collected and entered post-season directly from the fisher's logbooks. 

Commercial Salmon in-season estimates. Produced by fishery managers. Based primarily on the raw in-season fisher reported catch but takes other data sources into account as well such as overflight data and observer data. In-season estimates are entered and stored in FOS from 2005 to the present. 

Commercial Salmon post-season estimates. Produced by fishery managers post-season factoring many different data sources. Histrorical estimates from 1996-2004 are stored in FOS. ",50 - 100,No,"$10M

We could recover commercial salmon harvest data back to about 2017. It would require staff going through each logbook and re-entering data manually. 

Prior to this paper logbooks were only held for 3 years and were then destroyed. Anything prior to 2017 would be permanently lost. ","10
No idea. It's only text. No pictures or videos etc. Estimated less than 10GB",Real-time,Formal QA/QC standards and checks built into FOS,No,High,Yes,Protected B,"PADS, PLS, NOLS
Licencing information used to come in thorugh PLS. Might be NOLS now not sure. Data comes in as a view","Salmon ITQ database - accesses commercial salmon catch data. 
MRP-SYS pulls Commercial Salmon and Test Fishery data  to share with U.S. colleagues as part of the Pacific Salmon Treaty Albion Fraser Interior Test Fishery Dataset
",Yes,,,,,,,,,,,,,,,,,
32,,Fishery Operations System - Commercial Biodata,Shelee Hamilton (SDC),2,,,,,,,,,DFO Server,,,Fishery Operations System - FOS,Same as db description,,,,,,,,,,,,,,,,,"PADS
Licencing information used to come in thorugh PLS. Might be NOLS now not sure. Data comes in as a view. 
PAC HARV - Fish slips data comes in thorugh PAC HARV","Salmon ITQ Database - Commercial salmon catch is accessed by the ITQ Database. 
MRP SYS - Commercial Salmon data is pulled by the MRP group to share with U.S. colleagues as part of the Pacific Salmon Treaty",No,,,,,,,,,,,,,,,,,
33,,Fishery Operations System - Commercial Salmon In-season Estimates,Shelee Hamilton (SDC),2,,FOS_ISE,"The in-season (2005-present) and post-season (1996-2004) estimate datasets exported from DFO’s Fishery Operations System (FOS) are DFO’s best source for data pertaining to commercial salmon harvesting in the Pacific Region. The datasets, which are produced by fishery managers, are calculated primarily using fisher reported catch (from FOS) but also factor in other data sources such as overflights, dockside monitoring and at sea observers. In 2004, a project was undertaken to create post-season estimates from 1996 through 2004 for uploading to FOS. Since the process involved catch data sources in addition to those used to calculate in-season estimates (such as science surveys), there is no conversion between them. The main difference between the two datasets is the number of pieces released is only included in the In-season estimates.",,No,Production,Oracle database,Structured,DFO Server,Ecosystems and Ocean Science,Jason Parsley/ Fifi Esenam,"Fishery Operations System - FOS
",Same as db description,,"Internet Browser, Microsoft Edge (IE Mode only)

PROD-Internal
http://paccfprodin/fos2/

PROD-External
https://www-ops2.pac.dfo-mpo.gc.ca/fos2/

TEST-Internal
http://paccftestin/fos2/

TEST-External
https://fm-training.rhq.pac.dfo-mpo.gc.ca/fos2/",Harvest - Commercial,The data is shared with multple internal and external clients to contribute to an infinite amout of research and decisions. ,Infinite,"In-season commercial catch estimates.
The commercial salmon catch estimates are DFO's best source for catch data in the Pacific Region. The estimates are produced in FOS by Fishery Managers using a data wizard.",50,Yes,"$10M

We could recover commercial salmon harvest data back to about 2017. It would require staff going through each logbook and re-entering data manually. 

Prior to this paper logbooks were only held for 3 years and were then destroyed. Anything prior to 2017 would be permanently lost. ",,Monthly,Yes,No,High,No,Protected B,No,No,Yes,,,,,,,,,,,,,,,,,
34,,Fishery Operations System - Commercial Salmon Post-season Estimates,Shelee Hamilton (SDC),2,,FOS_PSE,"The in-season (2005-present) and post-season (1996-2004) estimate datasets exported from DFO’s Fishery Operations System (FOS) are DFO’s best source for data pertaining to commercial salmon harvesting in the Pacific Region. The datasets, which are produced by fishery managers, are calculated primarily using fisher reported catch (from FOS) but also factor in other data sources such as overflights, dockside monitoring and at sea observers. In 2004, a project was undertaken to create post-season estimates from 1996 through 2004 for uploading to FOS. Since the process involved catch data sources in addition to those used to calculate in-season estimates (such as science surveys), there is no conversion between them. The main difference between the two datasets is the number of pieces released is only included in the In-season estimates.",,No,Production,Oracle database,Structured,DFO Server,Ecosystems and Ocean Science,Jason Parsley/ Fifi Esenam,Fishery Operations System - FOS,Same as db description,,"Internet Browser, Microsoft Edge (IE Mode only)

PROD-Internal
http://paccfprodin/fos2/

PROD-External
https://www-ops2.pac.dfo-mpo.gc.ca/fos2/

TEST-Internal
http://paccftestin/fos2/

TEST-External
https://fm-training.rhq.pac.dfo-mpo.gc.ca/fos2/",Harvest - Commercial,The data is shared with multple internal and external clients to contribute to an infinite amout of research and decisions. ,Infinite,"Post season salmon catch estimates.
The commercial salmon catch estimates are DFO's best source for catch data in the Pacific Region. The estimates are produced in FOS by Fishery Managers using a data wizard.",50,Yes,"$10M

We could recover commercial salmon harvest data back to about 2017. It would require staff going through each logbook and re-entering data manually. 

Prior to this paper logbooks were only held for 3 years and were then destroyed. Anything prior to 2017 would be permanently lost. ",,Monthly,Yes,No,High,No,Protected B,No,No,Yes,,,,,,,,,,,,,,,,,
39,,Food Social Ceremonial (FSC) Catch Reports,"Rechisky, Erin",2,,-,Some imported into KREST,,,,,,Other,Ecosystems and Fisheries Management,,Kept and Released Estimation Survey Tool,Describe import process into KREST,,,,,,,,,,,Annually,,,,,,,,,,,,,,,,,,,,,,,,,
40,,FRIM Reference Tools - Synthesis results from papers related to Fishing Related Incidental Mortality.,"Patterson, David",2,,,"Synthesis results from papers related to fishing related incidental mortality. The dataset includes factor analysis papers and mortality evidence papers.
Not published in FGP and Open Data Inventory ID ODI-2017-0564",,,,Excel,,,Ecosystems and Ocean Science,,,,,,,,,,,,,,Annually,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"Fishery Operations Systems - First Nations catch (FSC, EO/DEMO, Treaty)","Hamilton, Shelee (SDC)
Burnett, Karen (SDC Alternate)",2,,,"Data currently resides in FOS. KREST team would like to migrate over into KREST and will be looking into this. 
May be imported in KREST but issues with Data Schema compatibility  i.e. KREST schema different from FOS schema  
Storage of final catch estimates by communal licence for fisheries in the Lower Fraser River.  KREST cannot store the information in this format currently and likely never will be able to.",,Yes,Production,Oracle database,,DFO Server,,,Fishery Operations System - FOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,Incidental catch at BC marine finfish aquaculture sites,DFO Web - Pacific,2,,,,,,,CSV,,DFO Server,Aquaculture Management,,Aquaculture Integrated Information System - AQUIIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,Internet Recreational Effort and Catch program,"Houtman, Rob",2,,iREC,,,,,CSV,,,Ecosystems and Ocean Science,,,,,,,,,"Explotation Rate Analysis
",,,,,Monthly,,,,,,,MRP_SYS,,,,,,,,,,,,,,,,,,
50,,Juvenile sockeye index data set ,"Mortimor, James is Section Head;",2,,JSIDS,"Seasonal to annual abundance and associated biological traits of juvenile sockeye in BC nursery lakes (1976-2017).
Not published in FGP and Open Data Inventory ID ODI-2017-0536",,,,"CSV, RTF",,DFO Server,Ecosystems and Ocean Science,"Souliere, Allen / ",NuSEDS?,,,,,,,,,,,,Annually,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"Lake Type Sockeye Salmon (Oncorhynchus nerka) Conservation Units, Sites & Status","Hamilton, Shelee (SDC)",2,,,"Lake Type Sockeye Salmon (Oncorhynchus nerka) Conservation Units, Sites & Status
Published in FGP and Open Data Inventory ID ODI-2018-0185",,,Production,"CSV, RTF, SHP",,DFO Server,Ecosystems and Ocean Science,,Salmon Escapement Data System - NuSEDS,,,,Science,,,,,,,,Quarterly,,,,,,BC16s: Annual Reports of Salmon Streams and Spawning Grounds,,FGP & Open Data,,,,,,,,,,,,,,,,,
64,,Ocean Salmon Program - Barkley Sound Juvenile Salmon Study from 1987 to 1994,"Hamilton, Shelee (SDC)",2,,,"During the period of 1987 to 1994, Robin J. LeBrasseur and N. Brent Hargreaves lead a juvenile salmon predation research project in Alberni Inlet and Barkley Sound BC. This dataset contains the research survey catch data and individual fish examinations data.
Published in FGP and Open Data Inventory ID ODI-2017-0450",,,Decommissioned,DBF,,DFO Server,Ecosystems and Ocean Science,,,,,,Science,,,,,,,,Other,,,,,,,,FGP & Open Data,,,,,,,,,,,,,,,,,
65,,Ocean Salmon Program - Masset Inlet Juvenile Salmon Study from 1983 to 1985,"Hamilton, Shelee (SDC)",2,,,"During the period of 1983 to 1985, Robin J. LeBrasseur and N. Brent Hargreaves lead a juvenile salmon predation research project in Masset Inlet BC. This dataset contains the research survey catch data and individual fish examinations data.
Not in FGP and Open Data Inventory ID ODI-2017-0451",,,,DBF,,DFO Server,Ecosystems and Ocean Science,,,,,,Science,,,,,,,,Other,,,,,,,,FGP & Open Data,,,,,,,,,,,,,,,,,
66,,Ocean Salmon Program - Ricker Beam Trawl Juvenile Salmon Study from 1990 to 1993,"Hamilton, Shelee (SDC)",2,,,"During the period of 1990 to 1993, Robin J. LeBrasseur and N. Brent Hargreaves lead a juvenile salmon migration research project off the west coast of Vancouver Island BC. This included the development of surface beam trawl gear that could be deployed from a large trawl vessel (CCGS W.E. Ricker) and operated in an offshore environment. This dataset contains the research survey catch data and individual fish examinations data.
Published in FGP and Open Data Inventory ID ODI-2017-0452",,,,DBF,,DFO Server,Ecosystems and Ocean Science,"Fong, Kenneth / ",,,,,Science,,,,,,,,Other,,,,,,,,FGP & Open Data,,,,,,,,,,,,,,,,,
67,,"Odd Year Pink Salmon (Oncorhynchus gorbuscha) Conservation Units, Sites & Status","Hamilton, Shelee (SDC)",2,,,"Odd Year Pink Salmon (Oncorhynchus gorbuscha) Conservation Units, Sites & Status
Published in FGP and Open Data Inventory ID ODI-2018-0166",,,,"CSV, RTF, SHP",,DFO Server,Ecosystems and Ocean Science,,NuSEDS,,,,Science,,,,,,,,Quarterly,,,,,,,,FGP & Open Data,,,,,,,,,,,,,,,,,
74,,Pacific Recreational Fishery Salmon Head Depots,"Fraser, Kathryn
Komick, Nicholas",2,,,"Location and contact information for Pacific Recreational Fishery Salmon Head Recovery Depots. The sport fishing community has an important role in the recovery of coded-wire tags found in Coho and Chinook. A coded-wire tag is a 1mm piece of wire that is laser etched with a unique number. Tags are injected into the nose cartilage of juvenile salmon prior to ocean migration. Annually, Canada and the United States tag over 50 million juvenile salmon. Fisheries and Oceans Canada applies about 5.5 million tags, using about 5.5 kilometres of wire. Anglers can recognize the presence of a coded-wire tag because of the missing adipose fin (located on the dorsal surface of the salmon). If you have caught an adipose fin clipped Coho and Chinook, it is a simple matter of removing the head from the fish, completing a sport head label and then submitting the head to a Sport Head Recovery Depot in the area. It is just as important to turn in heads from terminal or freshwater sites as it is from marine areas. Even though anglers fishing close to hatcheries can be fairly certain of the origin of their catch, data will not be recorded unless the heads from fin-clipped recoveries are turned in. Without the data, the health of the stock and the value of the resource to anglers could be underestimated.
Published in FGP and Open Data Inventory ID ODI-2018-0611",,,,"CSV, PDF",,DFO Server,Ecosystems and Ocean Science,,Mark Recovery Program - System - MRP_SYS,,,,,,,,,,,,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,
75,,Pacific Region Coded Wire Tagging Fishery Sampling Data.,"Fraser, Kathryn
Komick, Nicholas",2,,,,,,,CSV,,,Ecosystems and Ocean Science,,Salmon Escapement Data System - Salmon Escapement - GIS mapping_NuSEDS_GIS,,,,,,,,,,,,Weekly,,,,,,,,,,,,,,,,,,,,,,,,,
76,,Pacific Region Commercial Fishing Licences,"Anthony, Annette
Mundy, Justin (SDC Alternate)",2,,,"A list of current and historical commercial fishing licences issued by Fisheries and Oceans Canada, Pacific Region.
Not published to FGP, Open Data ID ODI-2016-0018",,,,CSV,,,Ecosystems and Fisheries Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,Pacific Region Data Inventory (OLD),"Shelee, Hamilton (SDC)",2,,,,,,,Excel,,,Ecosystems and Ocean Science,NA,,,,,Science,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,
80,,Pacific Salmon Chinook and Coho Coded Wire Tag Fishery Biological Sampling Forms Archive.,"Fraser, Kathryn
Komick, Nicholas",2,,,,,,,"JPEG, PDF, CSV (metadata)",,,Ecosystems and Ocean Science,,Mark Recovery Program - System - MRP_SYS,,,,,,,,,,,,Daily,,,,,,,,,,,,,,,,,,,,,,,,,
88,,PST Yukon River Panel Joint Technical Committee Dataset,"Harding, Joel (SDC)
Wright, Maggie",2,,,"Archived data available for historical searches and research.
Not published in FGP and Open Data Inventory ID ODI-2017-0506",,,,Excel,,,Ecosystems and Fisheries Management,,,,,,,,,,,,,,Annually,,,,,,,,,,,,,,,,,,,,,,,,,
89,,Publications from the Pacific Biological Station and related staff,"Wallace, Colin",2,,,"List of Publications from the Pacific Biological Station and related staff (not including (IOS)).
Not published in FGP and Open Data Inventory ID ODI-2017-0498",,,,HTML and PDF,,,Ecosystems and Ocean Science,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,
95,,"RiverType Sockeye Salmon (Oncorhynchus nerka) Conservation Units, Sites & Status","Hamilton, Shelee (SDC)",2,,,"RiverType Sockeye Salmon (Oncorhynchus nerka) Conservation Units, Sites & Status
Published in FGP and Open Data Inventory ID ODI-2017-0264",,,Production,"CSV, RTF, SHP",,DFO Server,Ecosystems and Ocean Science,"Fong, Kenneth / ",Salmon Escapement Data System - NuSEDS,,,,Science,,,,,,,,Quarterly,,,,,,BC16s: Annual Reports of Salmon Streams and Spawning Grounds,,FGP & Open Data,,,,,,,,,,,,,,,,,
105,,Science (SoG juvenile salmon),"Tabata, Amy",2,,,"Juvenille - Species, location, stomach contents",,,,,,,,,NuSEDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,smolts (downstream),Maybe the same as ATS (Acoustic Trawl),2,,,Juvenille - all spp; linked to health assts; ,,,,Shared Drive,,Desktop/Shared Drive,,"Fong, Kenneth / ",NuSEDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,"Southern British Columbia Chinook Salmon (Oncorhynchus tshawytscha) Conservation Units, Sites & Status","Hamilton, Shelee (SDC)",2,,,"Southern British Columbia Chinook Salmon (Oncorhynchus tshawytscha) Conservation Units, Sites & Status
Published in FGP and Open Data Inventory ID ODI-2018-0189",,,Production,"CSV, RTF, SHP",,DFO Server,Ecosystems and Ocean Science,,Salmon Escapement Data System - NuSEDS,,,,Science,,,,,,,,Quarterly,,,,,,BC16s: Annual Reports of Salmon Streams and Spawning Grounds,,FGP & Open Data,,,,,,,,,,,,,,,,,
108,,STIKINE2016 - Stikine River Catch and Escapement Data 2016.,"Smith, Steve (SDC)",2,,,"Estimates of salmon catches and escapements from all assessment and fishery monitoring projects on the Stikine River.
Published in FGP and Open Data Inventory ID ODI-2017-0530",,,,Excel,,DFO Server,Ecosystems and Fisheries Management,,,,,,,,,,,,,,Annually,,,,,,,,"Yes, Open Data and FGP",,,,,,,,,,,,,,,,,
111,,Synthesis results from papers related to juvenile Sockeye Salmon Populations.,"Selbie, Daniel",2,,,,,,,MS Access,,,Ecosystems and Ocean Science,,,,,,,,,,,,,,Annually,,,,,,,,,,,,,,,,,,,,,,,,,
112,,Synthesis results from papers related to Sockeye Salmon nursery lake habitats.,"Selbie, Daniel",2,,,,,,,.sas7bdat,,DFO Server,Ecosystems and Ocean Science,,,,,,,,,,,,,,Annually,,,,,,,,,,,,,,,,,,,,,,,,,
113,,TAKU2016 - Taku River Catch and Escapement Data 2016.,"Smith, Steve (SDC)",2,,,Estimates of salmon catches and escapements from all salmon assessment and salmon fishery monitoring projects on the Taku River. published in Open Data Inventory ODI-2017-0531,,,,Excel,,,Ecosystems and Fisheries Management,,,,,,,,,,,,,,Annually,,,,,,,,,,,,,,,,,,,,,,,,,
114,,The 1981 - 1983 West Coast Troll Log Book Project,"Hamilton, Shelee (SDC)",2,,,,,,,"TXT, XLS",,,Ecosystems and Ocean Science,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,
115,,The West Coast Troll Log Program,"Hamilton, Shelee (SDC)",2,,,,,,,TXT,,,Ecosystems and Ocean Science,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,
36,,Fishery Operations System - Salmon Test Fishery,"
Fraser RIver - Burnett, Karen (SDC Alternate)
SC - Lee Kearey",2,,,,,No,Production,Oracle database,Structured,DFO Server,Ecosystems and Fisheries Management,"Kearey, Lee / Fifi Esenam",Fishery Operations System - FOS,Same as db description,Entitiy Relationship Diagram (ERD),"Internet Browser, Microsoft Edge (IE Mode only)

PROD-Internal
http://paccfprodin/fos2/

PROD-External
https://www-ops2.pac.dfo-mpo.gc.ca/fos2/

TEST-Internal
http://paccftestin/fos2/

TEST-External
https://fm-training.rhq.pac.dfo-mpo.gc.ca/fos2/",Science,,,,,,,,Hourly,,,High,,,,MRP -SYS - Test Fishery data is pulled by the MRP group to share with U.S. colleagues as part of the Pacific Salmon Treaty,No,,,,,,,,,,,,,,,,,
37,,Fishery Operations System - Salmon Test Fishery Biodata,"Fraser River - Burnett, Karen (SDC Alternate)
other areas - ? SC - Lee Kearey",2,,,,,No,Production,Oracle database,Structured,DFO Server,Ecosystems and Fisheries Management,unknown / Fifi Esenam,Fishery Operations System - FOS,Same as db description,Entitiy Relationship Diagram (ERD),"Internet Browser, Microsoft Edge (IE Mode only)

PROD-Internal
http://paccfprodin/fos2/

PROD-External
https://www-ops2.pac.dfo-mpo.gc.ca/fos2/

TEST-Internal
http://paccftestin/fos2/

TEST-External
https://fm-training.rhq.pac.dfo-mpo.gc.ca/fos2/",Science,,,,,,,,Annually,,,High,,,,MRP -SYS - Test Fishery data is pulled by the MRP group to share with U.S. colleagues as part of the Pacific Salmon Treaty,No,,,,,,,,,,,,,,,,,
,,WCVI Chinook Fisheries-Independent Troll Survey biological data,"Freshwater, Cameron",2,,,Genetic stock identification and catch/effort data associated with fisheries-independent troll survey on La Perouse bank targetting Chinook salmon (2019-2022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WCVI Chinook acoustic telemetry detections data,"Freshwater, Cameron",2,,,Detections and receiver metadata for acoustic telemetry study examining adult Chinook salmon habitat use and survival (2019-2022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sockeye indicators data,"Freshwater, Cameron",2,,,"Extension and update of Kim Hyatt's SIRE program index of sockeye indicator stocks; includes marine and freshwater productivity, as well as biological data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Coded Wire tag workbooks,,2,,,excel spreadsheets with Coho and Chinook CWT exploitation and survival information,,,Production,Excel and/or R-code files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GSI workbooks,,2,,,"excel spreadsheets with sockeye, coho, and chinook GSI catch abundance information",,,Production,Excel and/or R-code files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Salmon total return workbooks,,2,,,excel spreadsheets with sockeye and chinook total run components and estimates,,,Production,Excel and/or R-code files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Adult Escapement Fence count workbooks,,2,,,excel spreadsheets with all salmon spp counts (eg Meziadin Fishway and Babine Fence),,,Production,Excel and/or R-code files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sockeye Lake Hydroacoustic and Productivity files,,2,,,excel spreadsheets with juvenile sockeye abundance and  limnological parameters,,,Production,Excel and/or R-code files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Fraser Chinook, Sockeye and Pink Forecasting datasets",Tracy Cone (SDC),2,,,"  Multi year Excel and csv files used in the annual forecast modelling for Chinook, Sockeye and Pink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fish health events at British Columbia marine finfish aquaculture sites,,2,,,,,,,,,,,,AQUIS,,,Pacific Region Open Data Inventory Related to Salmon Fishery ,,,,,,,,,,,,,,,,,"Yes
Open Data",,,,,,,,,,,,,,,,,
,,"Pacific Salmon Conservation Units, Sites & Status",,2,,,,,,,,,,,,,,,Pacific Region Open Data Inventory Related to Salmon Fishery ,,,,,,,,,,,,,,,,,"Yes
Open Data",,,,,,,,,,,,,,,,,
,,"Carcass classification of cultured salmon at British Columbian aquaculture sites by facility, 2013 onwards",,2,,,,,,,,,,,,AQUIS,,,Pacific Region Open Data Inventory Related to Salmon Fishery ,,,,,,,,,,,,,,,,,"Yes
Open Data",,,,,,,,,,,,,,,,,
,,DFO sea lice audits of BC marine finfish aquaculture sites,,2,,,,,,,,,,,,AQUIS,,,Pacific Region Open Data Inventory Related to Salmon Fishery ,,,,,,,,,,,,,,,,,"Yes
Open Data",,,,,,,,,,,,,,,,,
,,DFO’s fish health monitoring activities at BC aquaculture sites,,2,,,,,,,,,,,,AQUIS,,,Pacific Region Open Data Inventory Related to Salmon Fishery ,,,,,,,,,,,,,,,,,"Yes
Open Data",,,,,,,,,,,,,,,,,
,,Industry sea lice counts at BC marine finfish aquaculture sites,,2,,,,,,,,,,,,AQUIS,,,Pacific Region Open Data Inventory Related to Salmon Fishery ,,,,,,,,,,,,,,,,,"Yes
Open Data",,,,,,,,,,,,,,,,,
,,Escapes of cultured marine finfish from BC aquaculture sites,,2,,,,,,,,,,,,AQUIS,,,Pacific Region Open Data Inventory Related to Salmon Fishery ,,,,,,,,,,,,,,,,,"Yes
Open Data",,,,,,,,,,,,,,,,,
,,"Results of DFO fish health audits of British Columbian marine finfish aquaculture sites, by facility",,2,,,,,,,,,,,,AQUIS,,,Pacific Region Open Data Inventory Related to Salmon Fishery ,,,,,,,,,,,,,,,,,"Yes
Open Data",,,,,,,,,,,,,,,,,
,,"Managing transfers and fish health at British Columbia salmon farms	",,2,,,,,,,,,,,,AQUIS,,,Pacific Region Open Data Inventory Related to Salmon Fishery ,,,,,,,,,,,,,,,,,"Yes
Open Data",,,,,,,,,,,,,,,,,
,,"Mortality events at British Columbia marine finfish aquaculture sites	",,2,,,,,,,,,,,,AQUIS,,,Pacific Region Open Data Inventory Related to Salmon Fishery ,,,,,,,,,,,,,,,,,"Yes
Open Data",,,,,,,,,,,,,,,,,
,,Sea lice mitigation events at BC marine finfish aquaculture sites,,2,,,,,,,,,,,,AQUIS,,,Pacific Region Open Data Inventory Related to Salmon Fishery ,,,,,,,,,,,,,,,,,"Yes
Open Data",,,,,,,,,,,,,,,,,
,,Reports of Atlantic salmon captured in BC waters,,2,,,,,,,,,,,,AQUIS,,,Pacific Region Open Data Inventory Related to Salmon Fishery ,,,,,,,,,,,,,,,,,"Yes
Open Data",,,,,,,,,,,,,,,,,
,,Salmon Smolt Surveys ,"Shelee Hamilton, Diana Dobson ",2,,,Currently Access and/or Excel spreadsheets holding salmon smolt survey information.  ,,,,MS Access & Excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Aboriginal Fishing Strategy mandate amounts ,,2,Operational,,"AFS mandated allocation amounts and Treaty amounts (for food, social, ceremonial fishing) for each First Nation in BC, by species, by Area",,,,Excel,Structured,Desktop/Shared Drive,R&P Branch (APD),R&P Branch (APD),,,,,,"Used in fisheries management (licensing, managing for FSC fisheries), used in evaluating requests from First Nations for increaesd FSC allocations, used in resource sharing disucssions & issues. ",,,,,,,Annually,,,,,Protected B,,,,,,,,,,,,,,,,,,,,
,,Populations of First Nations in BC,,2,Operational,,Total Registered Population of individual First Nations in BC compiled from Indigenous Services Canada,,,,Excel,Structured,Desktop/Shared Drive,R&P Branch (NID),R&P Branch (NID),,,,,,"Used in fisheries management/resource sharing decisions, allocation decisions and analysis, policy anlysis. ",,,,,,,Annually,,,,,,,,,,,,,,,,,,,,,,,,,
,,List of First Nations in BC by geographic area,,2,Operational,,List of First Nations in BC which access to federally-managed fish,,,,Excel,Structured,Desktop/Shared Drive,R&P Branch (NID),R&P Branch (NID),,,,,,"Used in fisheries management/resource sharing decisions, allocation decisions and analysis, policy anlysis. ",,,,,,,Ad-hoc,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ecological Indicators,Diana McHugh,2,Operational,,"Ecological Indicator data (e.g. water quality, benthic invertebrates, habitat) require a data management solution. Data are currently housed in excel spreadsheets and with a mapping component hosted by a contracted GIS mapping company (Coastal Resources Management). As we expand freshwater indicator programs, we will need to coordinate and collaborate within DFO and externally across jurisdictions to monitor our freshwater resources.",,,,Excel,,Desktop/Shared Drive,Science Branch - South Coast Stock Assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PIT tagged salmonids,Kevin Pellet,2,Operational,,Passive Integrated Transponder (PIT) tags are becoming widely used to track individual salmonids and estimate juvenile freshwater survival and survival to adult return. Data are currently stored in excel spreadsheets and are in danger of loss. We need to develop a regional multi-agency PIT tag data management system based on the Pit TAG Information System (PTAGIS) in the Columbia River. As a stopgap is an Excel summary sheet that lists all the projects and their status maintained by Kevin Pellet.,,,,Excel,,Desktop/Shared Drive,Science Branch - South Coast Stock Assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Juveniles,Jessy Bokvist/Diana McHugh,2,Operational,,"Juvenile data are collected throughout South Coast Area from rivers with rotary screw traps and nets/fences,  estuaries with beach seines, lakes using acoustic sensing, and the ocean with microtrolling. These data are currently stored in excel spreadsheets on shared drives (apparently all over the place) and are in danger of loss. Some of the juvenile data overlaps with the PIT-tag data so we might want a linkage to the PIT-tag data storage system.",,,,Excel and Access,,Desktop/Shared Drive,Science Branch - South Coast Stock Assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
