STAR#-deleted - my reference only,Agreement_Number,Agreement_Database,Agreement Status,Agreement Status Comment, Agreement Lineage,Funding_Source,Agreement Type,Agreement Cost,Salmon-relevant cost,Project Lead Organization,Agreement Key Element/Activity-delete for my purposes only,Fund Years,PROJECT NAME,Project Description,Project Start Date,Project End Date,Region,Ecosystem Type,Primary River,Secondary River,Lake System,Watershed Name,Lat,Long,DFO Management Area,SMU Name,CUIndex,CUName,Species,Species Comment,Salmon Life Cycle,Project Phase,Project_Type,Project_Subtype,Monitoring_Approach,Project_Theme,Project_Core_Element,Project_Supportive_Element,Project Purpose,Category Comments,Links to other DFO Programs,Linked DFO Program Project Reference,Links to other Government Organizations,Government Organization Reference,Policy and Program Connections,DFO Project Authority,DFO Aboriginal Affairs Advisor,Area Chief,DFO Resource manager,First Nations,Primary First Nations Contact,Primary First Nations Contact Role,Other First Nations Contact,Other First Nations Contact Role,DFO Biologists or Technicians,Others,Partners,Partners Primary Contact,Contractors,Contractors Primary Contact,Method Type,Method Type,Method Type,Location/Organization responsible for Scale Processing,Location/Organization responsible for Otolith Processing,Location/Organization responsible for DNA Processing,Location/Organization responsible for Heads Processing,Location/Organization responsible for Instrument Data Processing,Data Entry Method Type,Method Document Type,Author,Year,Title,Reference Number,Link to Document,Samples Collected,Samples Collected Comment,Samples Collected Database,Barrier to sample collection?,Were sample collection data entered into database?,Wad sample data quality check complete?,Person responsible for data quality check,,Barriers to data checks/enter into database,Sample Collection Formats,Data Products,Data Products Database,Data Products Comment,Data Programs,How was data communicated back to funding recipient?,Report Timeline,Report Limitations and concerns,Report Types,Document Name,Document Owner/Author,Document Location,Document Reference Information,Document Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,AFS2020-MLT-2036-0-A2-P1,APGIS,Certified,Unknown,AFS2018-MLT-1843-4,TB G&C,FORMAL AGREEMENT,,"$25,000.00",FIRST NATIONS,A2-P1,2019,Taku CN CWT Indicator,Collection of CWT from returning Chinook,4/1/2020,3/31/2022,YUKON,FRESHWATER,Taku River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CH,,SPAWNING,ACTIVE,POPULATION SCIENCE,SAMPLING,INDICATOR,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Aaron Foos,Unknown,Bill Waugh,Vacant,Taku River Tlingit First Nation,Mark Connor,FISHERIES COORDINATOR,Jason Williams,Fisheries Manager,"Sean Stark, Danielle Hosick",Numerous,Alaska Department of Fish & Game,"Philip Richards, Jeff Williams",Unknown,Unknown,"Data Entry, Field Work, Planning","Intensive Measure, Tagging, Biodata","Fishwheel, Gillnet, Spaghetti Tags, Radio Tags, Length, Sex",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,"Doc63, Doc66",Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Paper",Unknown,"ADF&G Zander , PSMFC CWT, ADF&G Rergion 1, ADF&G CWT Online Release, ADF&G SF Research and Technical Services, NuSEDs",Unknown,Unknown,Unknown,Unknown,Unknown,Project Report,"Northern Fund Report, Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting, Transboundary Technical Committee post season catch and escapement reports, ADF&G, DSF Fishery Data Series, Pacific Salmon Commission Technical report series
",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,AFS2020-MLT-2036-0-A2-P2,APGIS,Certified,Unknown,AFS2018-MLT-1843-4,TB G&C,FORMAL AGREEMENT,,"$10,000.00",FIRST NATIONS,A2-P2,2019,Taku Chinook ABM Development,Sampling and data gathering to support ongoing ABM development.,4/1/2020,3/31/2022,YUKON,FRESHWATER,Taku River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CH,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,INTENSIVE,ESCAPEMENT,"FIELD WORK,SAMPLE PROCESSING",DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Aaron Foos,Unknown,Bill Waugh,Vacant,Taku River Tlingit First Nation,Mark Connor,FISHERIES COORDINATOR,Jason Williams,Fisheries Manager,"Sean Stark, Danielle Hosick",Numerous,Alaska Department of Fish & Game,"Philip Richards, Jeff Williams",Unknown,Unknown,"Data Entry, Field Work, Planning","Intensive Measure, Tagging, Biodata","Fishwheel, Gillnet, Spaghetti Tags, Radio Tags, Length, Sex",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,"Doc63, Doc66",Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Paper",Unknown,"ADF&G Zander , PSMFC CWT, ADF&G Rergion 1, ADF&G CWT Online Release, ADF&G SF Research and Technical Services, NuSEDs",Unknown,Unknown,Unknown,Unknown,Unknown,Project Report,"Northern Fund Report, Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting, Transboundary Technical Committee post season catch and escapement reports, ADF&G, DSF Fishery Data Series, Pacific Salmon Commission Technical report series
",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,AFS2020-MLT-2036-0-A2-P3,APGIS,Certified,Unknown,AFS2018-MLT-1843-4,TB G&C,FORMAL AGREEMENT,,"$10,000.00",FIRST NATIONS,A2-P3,2019,"Taku CN RR (ESC + CATCH, GSI)",Sampling and data gathering to support annual CN run reconstruction.,4/1/2020,3/31/2022,YUKON,FRESHWATER,Taku River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CH,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,UNKNOWN,"FIELD WORK,SAMPLE PROCESSING",DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Aaron Foos,Unknown,Bill Waugh,Vacant,Taku River Tlingit First Nation,Mark Connor,FISHERIES COORDINATOR,Jason Williams,Fisheries Manager,"Sean Stark, Danielle Hosick",Numerous,Alaska Department of Fish & Game,"Philip Richards, Jeff Williams",Unknown,Unknown,"Data Entry, Field Work, Planning","Intensive Measure, Tagging, Biodata","Fishwheel, Gillnet, Spaghetti Tags, Radio Tags, Length, Sex",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,"Doc63, Doc66",Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Paper",Unknown,"ADF&G Zander , PSMFC CWT, ADF&G Rergion 1, ADF&G CWT Online Release, ADF&G SF Research and Technical Services, NuSEDs",Unknown,Unknown,Unknown,Unknown,Unknown,Project Report,"Northern Fund Report, Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting, Transboundary Technical Committee post season catch and escapement reports, ADF&G, DSF Fishery Data Series, Pacific Salmon Commission Technical report series
",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,AFS2020-MLT-2036-0-A2-P4,APGIS,Certified,Unknown,AFS2018-MLT-1843-4,TB G&C,FORMAL AGREEMENT,,"$25,000.00",FIRST NATIONS,A2-P4,2019,Taku Coho CWT catch sampling + recovery,Collection of CWT from returning Coho,4/1/2020,3/31/2022,YUKON,FRESHWATER,Taku River,Unknown,Unknown,Unknown,49.37022289,-121.463219,Unknown,TAKU COHO SALMON,CO-41,TAKU-LATE TIMING,CO,,SPAWNING,ACTIVE,POPULATION SCIENCE,SAMPLING,INDICATOR,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Aaron Foos,Unknown,Bill Waugh,Vacant,Taku River Tlingit First Nation,Mark Connor,FISHERIES COORDINATOR,Jason Williams,Fisheries Manager,"Sean Stark, Danielle Hosick",Numerous,Alaska Department of Fish & Game,"Philip Richards, Jeff Williams",Unknown,Unknown,"Data Entry, Field Work, Planning","Intensive Measure, Tagging, Biodata","Fishwheel, Gillnet, Spaghetti Tags, Radio Tags, Length, Sex",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,Doc62,Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Paper",Unknown,"ADF&G Zander , PSMFC CWT, ADF&G Rergion 1, ADF&G CWT Online Release, ADF&G SF Research and Technical Services, NuSEDs",Unknown,Unknown,Unknown,Unknown,Unknown,Project Report,"Northern Fund Report, Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting, Transboundary Technical Committee post season catch and escapement reports
",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,AFS2020-MLT-2036-0-A2-P5,APGIS,Certified,Unknown,AFS2018-MLT-1843-4,TB G&C,FORMAL AGREEMENT,,"$20,000.00",FIRST NATIONS,A2-P5,2019,Taku Coho GSI Baseline,Sampling and data collection to develop a genetic baseline for Taku coho salmon.,4/1/2020,3/31/2022,YUKON,FRESHWATER,Taku River,Unknown,Unknown,Unknown,49.37022289,-121.463219,Unknown,TAKU COHO SALMON,CO-41,TAKU-LATE TIMING,CO,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,UNKNOWN,"FIELD WORK,SAMPLE PROCESSING",DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Aaron Foos,Unknown,Bill Waugh,Vacant,Taku River Tlingit First Nation,Mark Connor,FISHERIES COORDINATOR,Jason Williams,Fisheries Manager,"Sean Stark, Danielle Hosick",Numerous,Alaska Department of Fish & Game,"Philip Richards, Jeff Williams",Unknown,Unknown,"Data Entry, Field Work, Planning",Biodata,"Length, Sex, Genetic Stock Identification",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,Doc62,Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Paper",Unknown,ADF&G Zander,Unknown,Unknown,Unknown,Unknown,Unknown,Project Report,"Northern Fund Report, Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting, Transboundary Technical Committee post season catch and escapement reports
",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,AFS2020-MLT-2036-0-A2-P6,APGIS,Certified,Unknown,AFS2018-MLT-1843-4,TB G&C,FORMAL AGREEMENT,,"$10,000.00",FIRST NATIONS,A2-P6,2019,Alsek SO & CN ABM Development,Sampling and data collection to support ongoing ABM development.,4/1/2020,3/31/2022,YUKON,FRESHWATER,Alsek River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[CH, SK]",,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,INTENSIVE,ESCAPEMENT,"FIELD WORK,SAMPLE PROCESSING",DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Aaron Foos,Unknown,Bill Waugh,Vacant,CAFN,Tom Buzzell,DIRECTOR,Jennifer Lee,Director,"Sean Stark, Danielle Hosick",Numerous,Alaska Department of Fish & Game,"Ed Jones, Rick Hoffman",Unknown,Unknown,"Data Entry, Field Work, Planning",Sample Processing Methods,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,"Doc68, Doc69, Doc73",Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Paper",Unknown,"NuSEDs, ADF&G Zander",Unknown,Unknown,Unknown,Unknown,Unknown,Project Report,"Northern Fund Report, Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting, Transboundary Technical Committee post season catch and escapement reports
",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,AFS2020-MLT-2036-0-A2-P7,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$109,144.00",FIRST NATIONS,A2-P7,2016,"Stock Assessment - Taku river Sockeye, Pink and Chinook. ","Adult/carcass enumeration fences at three remote locations in the Taku River Drainage for the purposes of enumerating adult salmon returns, ensuring passage and assessing the biological stock characteristics for sockeye, pink and chinook in King Salmon Lake, Kuthai Lake, and Nakina River.",4/1/2020,3/31/2022,YUKON,FRESHWATER,Taku River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[SK, PK, CH]",,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,STOCK ASSESSMENT AND RESEARCH,Taku River Sockeye and Chinook ABM Development,NOT APPLICABLE,Unknown,Unknown,Bill Waugh,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,FISHERIES MANAGER,Unknown,Unknown,Unknown,"Aaron Foos, Sean Stark, Julie Bednarski",Alaska Department of Fish & Game,Ed Jones,Not Applicable,Not Applicable,"Data Entry, Field Work, Planning","Intensive Measure, Tagging, Biodata, Aerial","Fences, Coded Wire Tags, Size, Radiotagging, Age, Plane",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,Operational plans - DFO shared drives,Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Paper",Unknown,"ADF&G SF Research and Technical Services, ADF&G Zander, PSMFC CWT",Unknown,"Bayesian Time Stratified Petersen Analysis System (BTSPAS), Program6",Unknown,Unknown,Unknown,Project Report," ADF&G, DSF Fishery Data Series, Pacific Salmon Commission Technical report series, Canadian Manuscript Report of Fisheries and Aquatic Sciences
",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,AFS2020-MLT-2036-0-A3,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$38,082.00",FIRST NATIONS,A3,2016,Canyon Island Mark/Recapture. ,"Canada/US Canyon Island chinook, sockeye, and coho salmon tagging program. ADF&G camp on the US portion of the Taku River.  Data is incorporated into Annual Transboundary Technical Committee Reports. ",4/1/2020,3/31/2022,YUKON,FRESHWATER,Canyon Island,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[SK, CO, CH]",,"[ADULT, JUVENILE]",ACTIVE,POPULATION SCIENCE,SAMPLING,INTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE, SMOLT ABUNDANCE",,STOCK ASSESSMENT AND RESEARCH,"Taku River Sockeye, Coho, and Chinook ABM Development",NOT APPLICABLE,Unknown,Unknown,Bill Waugh,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,FISHERIES MANAGER,Unknown,Unknown,Unknown,"Aaron Foos, Sean Stark, Julie Bednarski",Alaska Department of Fish & Game,Ed Jones,Not Applicable,Not Applicable,"Data Entry, Field Work, Planning",Unknown,Coded Wire Tags,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Protocol,Unknown,Unknown,Unknown,Operational plans - DFO shared drives,Unknown,Unknown,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Paper",Unknown,ADF&G Zander,Unknown,Not Applicable,Unknown,Unknown,Unknown,Project Report,"Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,AFS2107-MLT-1708-2-A3,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$13,400.00",FIRST NATIONS,A3,2016,Sockeye Escapement Surveys- Kispiox watershed and Zyomoetz River.,"Sockeye Escapement Surveys.  Enumerate sockeye escapements for the Kispiox watershed and Zyomoetz River. Sockeye escapement estimates for the Swan-Stephens Lakes area, the Nangeese River, and the Zymoetz River. Foot surveys and helicopter surveys where needed.",Unknown,Unknown,NCA,FRESHWATER,Kispiox River,Unknown,Unknown,Unknown,55.34257442,-127.6941822,Unknown,Unknown,SER-18,SKEENA RIVER,SK,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Charmaine Carr-Harris,Unknown,Shaun Davies,Unknown,Gitksan Houses,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning","Visual, Aerial","Walks, arial helicopter",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,AFS2107-MLT-1708-2-A4,APGIS,Certified,Unknown,,AFS,FORMAL AGREEMENT,,"$6,600.00",FIRST NATIONS,A4,2016,Coho escapement data on streams of the Kispiox watershed.  ,Coho Escapement Surveys.  Coho escapement data on streams of the Kispiox watershed.  ,Unknown,Unknown,NCA,FRESHWATER,Kispiox River,Unknown,Unknown,Unknown,55.34257442,-127.6941822,Unknown,SKEENA COHO SALMON,CO-33,MIDDLE SKEENA,CO,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Shaun Davies,Unknown,Gitksan Houses ,Unknown,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,ARM2019-MLT-1002-3-A2,OTHER,Not Applicable,Unknown,,AAROM,FORMAL AGREEMENT,,"$83,000.00",FIRST NATIONS,A2,2019,Data assistance for Black Creek Counting fence & staffing support,"F/T  and P/T Fisheries Biologists. Data analysis assistance on projects such as Black Creek Counting Fence, surveys (crab, clam beach and prawn), plankton testing and stream enumeration.",1/4/2019,31/3/2022,SCA,FRESHWATER,Black Creek,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[CO, CH, CM, PK, SK]",,"[ADULT, JUVENILE]",ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,"DATA COLLECTION,STAFFING","POPULATION ESTIMATES, ADULT ABUNDANCE, SMOLT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Pieter Van Will,Unknown,Wilf Luedke,Unknown,A-Tlegay Fisheries Society ,Kim Duncan,ADMINISTRATOR,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,F1054-190030,OTHER,Not Applicable,Unknown,,SCIENCE,SUPPLY ARRAGEMENT,,"$11,000.00",FIRST NATIONS,,2019,JST Sockeye assessment - Nimpkish,"Nimpkish Chinook Surveys - Run a DIDSON on the Lower Nimpkish to estimate Sockeye escapement, Process DIDSON files, Conduct expanded Snorkel Surveys on the Nimpkish Watershed to estimate chinook abundance and distribution, Support Namgis staff in the collection of biological samples for all salmon ",Unknown,Unknown,SCA,FRESHWATER,Nimpkish River,Unknown,Unknown,Unknown,51.85649427,-127.8649717,Unknown,Unknown,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,CH,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,EQUIPMENT SUPPORT,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Pieter Van Will,Unknown,Wilf Luedke,Unknown,Namgis First Nation,Nic Dedeluk,UNKNOWN,Unknown,Unknown,"Leonard Smith, Gerald Alfred",Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning","Visual, Instrumentation","DIDSON, Snorkle",Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,F1054-190034,OTHER,Not Applicable,completed in 2019,,SCIENCE,SUPPLY ARRAGEMENT,,"$4,800.00",FIRST NATIONS,,2019,WCVI Creel Surveys,2019 WCVI Creel Program in Port Renfrew – interviewing recreational fishers and bio-sampling recreational catch.,Unknown,Unknown,SCA,FRESHWATER,Port Renfrew,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UNKNOWN,,UNKNOWN,COMPLETED,POPULATION SCIENCE,MONITORING,EXTENSIVE,CATCH (RECREATIONAL),FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE, RUN RECONSTRUCTION",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Pacheedaht First Nation,Jeff Jones,FISHERY MANAGER,Helen Jones,Fishery Manager,Tammi Peter,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CREST,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Database files,Unknown,CREST,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,F1054-190045,OTHER,Not Applicable,Unknown,,SCIENCE,SUPPLY ARRAGEMENT,,"$18,150.00",FIRST NATIONS,,2019,Tla'amin First Nation,Theodosia River and Okeover Creek salmon spawner surveys. Coordinate and conduct up to 12 Theodosia and 8 Okeover surveys throughout the 2019 salmon run timing. Copies of completed Stream Inspection Logs (SILs) sent to project authority after each survey. Survey route/trails and segment marker maintenance included during beginning of season surveys. ,Unknown,Unknown,SCA,FRESHWATER,"Theodosia, Okeover",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UNKNOWN,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Nicolette Watson,Unknown,Wilf Luedke,Unknown,Tla'amin First Nation,Cathy Galligos,DIRECTOR,Tyrone Wilson,Acting Fisheries Manager,"Simon George, Scott Galligos, Andrew Timothy",Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,F1054-190052,OTHER,Not Applicable,Unknown,,SCIENCE,SUPPLY ARRAGEMENT,,"$8,960.00",FIRST NATIONS,,2019,Maa-nulth First Nation - StAD,Snorkel surveys of Area 23 streams. Up to 8 snorkel surveys of Sarita River,Unknown,Unknown,SCA,FRESHWATER,Sarita River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UNKNOWN,,ADULT,ACTIVE,POPULATION SCIENCE,SAMPLING,EXTENSIVE,ESCAPEMENT,FIELD WORK,DATA COLLECTION,"POPULATION ESTIMATES, ADULT ABUNDANCE",,UNKNOWN,Unknown,UNKNOWN,Unknown,Unknown,Pat Vek,Unknown,Wilf Luedke,Unknown,Huu-ay-aht First Nation,Christine Gruman,ACTING DIRECTOR,Amelia Vos,Fisheries Manager,Katie Turner,Unknown,Unknown,Unknown,Unknown,Unknown,"Data Entry, Field Work, Planning",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Paper, followed by entry into computer",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
