Project Number,Agreement Number,Project Name,Project Description,Agreement Database,Agreement Comment, Agreement Information??-connections,Funding Sources,Other Funding Sources,Agreement Type,Lead Organization,Fund Years-with costing,Project Start Date,Project End Date,Region,Ecosystem Type,Primary_River,Secondary River,Lake System,Watershed Name,DFO Management Area,Lat,Long,Stock Management Unit,CUIndex,CUName,Species,Salmon Life Stage,Project Stage,Project_Type,Project_Subtype,Monitoring_Approach,Project_Theme,Project_Core_Element,Project_Supportive_Element,Project Purpose,Category Comments,Links to other DFO Programs,Linked DFO Program Project Reference,Links to other Government Departments,Policy and Program Connections,DFO Project Authority,DFO Aboriginal Affairs Advisor,Area Chief,DFO Resource manager,First Nations,First Nations Contact,First Nations Contact Role,DFO Biologists or Technicians,Partners,Partners Primary Contact,Contractors,Contractors Primary Contact,Method Type,Location/Organization responsible for Scale Processing,Location/Organization responsible for Otolith Processing,Location/Organization responsible for DNA Processing,Location/Organization responsible for Heads Processing,Location/Organization responsible for Instrument Data Processing,Method Document Type,Traditional Ecological Knowledge Considered?,Reference Number,Link to Document,Samples Collected,Samples Collected Comment,Samples Collected Database,Barrier to sample collection?,Was sample collection data entered into database(s)?,Was sample data quality check complete?,How was data quality check completed?,Barriers to data checks/enter into database,Sample Collection Format(s),Data Products,Data Products Database(s),Data Products Comment,Data Programs,How was the data communicated to recipient?,Report Timeline,Report Limitations and concerns,Report Types,Document Name,Document Owner/Author,Document Reference Information,Document Link,Is this report published?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-A4,Stock Assessment and Fisheries Management- Ehattesaht,"1.Ehattesaht Fisheries staff conduct salmon and herring spawning surveys according to survey schedule developed with the Organization's Northern Region Fisheries Biologist and DFO South Coast Stock Assessment (for salmon surveys) as follows: a.Enumerate adult Tahtahtis (Zeballos) River hinkuuas (chum salmon) in September to mid-October by conducting weekly bank or snorkel counts to enumerate spawning salmon from the municipal campground at tidewater to and including the canyon tail spawning bed.  Observation data will be reported to DFO South Coast Stock Assessment  (cc DFO WCVI AFS Manager) on Stream Inspection Logs in-season.  The actual dates and method of reporting to DFO will be included in the AFS Year End Report.b.Ehattesaht staff will work with the Organization's staff to monitor herring spawn distribution, and any food and ceremonial herring fisheries in northern DFO Statistical Area 25.2.Ehattesaht Fisheries staff conduct general monitoring of Ehattesaht Ha-houlthee and report issues or concerns to the community and relevant agencies.3.Ehatteshat Fisheries staff conduct a feasibility study on restoring access for salmon above Zeballos River cascade or falls.4.Ehattesaht Fisheries staff participate in the operation of the Zeballos River hatchery and work closely with the DFO Community Advisor, members of the Zeballos Enhancement Society, youth and community members performing various activities (e.g., salmon broodstock collections, egg incubation, juvenile salmon rearing and releases and may participate in the future in feeding of net penned chum and other species as approved by DFO).5. Ehattesaht Fisheries staff participate in juvenile Chinook salmon micro-trolling sampling activities coordinated through DFO Science (Jessy Bokvist) including all required sampling protocol training. ",APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Zeballos River,Unknown,Unknown,Unknown,Unknown,52.29119889,-128.3626696,WCVI CHUM SALMON,CM-10,SOUTHWEST VANCOUVER ISLAND,"CM,CH",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Salmon Enhancement Program,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Counts,Brood Collection",Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-A5,Stock Assessment and Fisheries Management- Hesquiaht,"1.Hesquiaht Fisheries staff conduct salmon escapement surveys. 2.Hesquiaht Fisheries staff will construct new or re-establish old trails along side some of the streams that will undergo salmon escapement surveys.   3.Hesquiaht Fisheries staff will conduct general monitoring and biological surveys of Hesquiaht Ha-houlthee. 4.Hesquiaht Fisheries will continue to work with Central Westcoast Forest Society (CWFS) on stream restoration work for Ay-yi-sagh Creek, the extent of work completed will be dependent on external funding.  AFS funding pays for Hesquiaht Fisheries staff wages and related expenses, if funding is not available through CWFS.  CWFS pays for any other expenditures required for the project.  Hesquiaht Fisheries only participates in the work if funding is available by CWFS.5. Hesquiaht Fisheries staff will support the construction and installation of a counting fence at Purdon Creek and Hisnit Lake to enumerate adult salmon escapement.",APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Ah'ta'apq River,Tsa-ya River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"CM,CO",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,"Restoration,Salmon Enhancement Program",Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Central Westcoast Forest Society,Unknown,Unknown,Unknown,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-A6,Stock Assessment and Fisheries Management- Mowachaht/Muchalaht,"1.Mowachaht/Muchalaht Fisheries staff conducts escapement surveys according to survey schedule developed with Uu-a-thluk Regional Biologist and DFO South Coast Stock Assessment staff. a.Enumerate Oktwanch River (Gold River) sockeye and Chinook at Burman River, visual surveys (2-3 surveys) from September to November. b.Mowachaht/Muchalaht Fisheries staff will implement a bus route CREEL monitoring program for Gold River sockeye fisheries to estimate catch and effort by seine, dipnet and hook and line.2.With the assistance of external funding from the Canada Food Inspection agency (CFIA), Mowachaht/Muchalaht Fisheries staff conduct bio-toxin monitoring from May to October. 3. Mowachaht/Muchalaht Fisheries staff conduct general monitoring of Mowachaht/Muchalaht Ha-houlthee and report issues or concerns to the community and relevant agencies.4. Mowachaht/Muchalaht Fisheries staff works closely with the Nootka Sound Watershed Society (NSWS) and Conuma hatchery staff (e.g., salmon collections, juvenile salmon releases and feeding net pen chinook and chum).5.Mowachaht/Muchalaht Fisheries staff work with DFO and the Organization's staff on the planning and development of an Excess Salmon to Spawning Requirements (ESSR) agreement for Conuma River chinook, coho and chum if abundances are deemed sufficient.6.Mowachaht/Muchalaht Fisheries staff works with DFO to coordinate for fall salmon stock assessment survey planning and information flow.",APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Gold River,Burman River,Unknown,Gold River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"CH,SK",Adult,Active,"Population Science,Habitat Science",Monitoring,Extensive,"Enumeration,Catch (First Nations),Water Quality,Habitat Condition","Field Work,Planning","Data Collection,Staffing,Equipment Support","Contribute to Escapement Estimation,Develop Excess to Spawning Requirements",Unknown,Salmon Enhancement Program,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Nootka Sound Watershed Society,Unknown,Unknown,Unknown,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Counts,Water Samples-Toxicology,Mark/Tagging-Unspecified,Habitat Condition-General,Brood Collection,Biodata-Unspecified",Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-A7,Stock Assessment and Fisheries Management- Nuchatlaht,"1.Nuchatlaht Fisheries staff will monitor, sound, and survey herring spawning waters.2.Nuchatlaht Fisheries staff will monitor and survey spawning streams for salmon.  Reporting live count and carcasses on 2 streams: Espinosa, Savey Creek (Owossista, and Mary Basin, if conditions permit). 3.Nuchatlaht staff will monitor spawning waters for both herring and salmon for activities that may impact spawning areas, such as upland activity disturbances that may affect water, sediment and large wood debris, cover in the ""shore zone,"" and/or sedimentation of salmon spawning habitat.4.Nuchatlaht staff will plan protections for estuaries and watersheds from industrial activities in the form of Salmon Forest Conservation Areas in the Owiissta/Apple Creeks and the Shoomaht/Ransom Creek (Nuu-chah-nulth Salmon Forest Ecological Network watersheds).",APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Espinosa Creek,Savey Creek,Unknown,Unknown,Unknown,49.98876693,-126.9466347,"WCVI COHO SALMON,WCVI CHUM SALMON,WCVI PINK SALMON","CO-17,CM-10,PKO-6","WEST VANCOUVER ISLAND,SOUTHWEST VANCOUVER ISLAND,WEST VANCOUVER ISLAND","CO,CH,CM,PK,SK",Adult,Active,"Population Science,Habitat Science",Monitoring,Extensive,"Enumeration,Stream Condition",Field Work,Data Collection,"Contribute to Escapement Estimation,Habitat Conservation",Unknown,Herring ,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-A8,Stock Assessment and Fisheries Management- Tla-o-qui-aht,"1.Tla-o-qui-aht Fisheries staff support the Salmon Enhancement Program to rehabilitate salmon stocks and key habitat in the Kennedy watershed.2.Tla-o-qui-aht Fisheries staff monitor and conduct escapement surveys according to survey schedule developed with Tla-o-qui-aht Fisheries staff, the Organization's Central Region Fisheries biologist and DFO South Coast Stock Assessment.3.Tla-o-qui-aht Fisheries conduct general monitoring and surveying of Tla-o-qui-aht Ha-houlthee and report issues or concerns to the community and relevant agencies. ",APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Staghorn Creek,Angora Creek,Muriel Lake,Kennedy Watershed,Unknown,50.06835578,-123.3433192,WCVI COHO SALMON,CO-18,CLAYOQUOT,"CO,CH,CM,PK,SK",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,"Contribute to Escapement Estimation,Improve Fish Recruitment",Unknown,Unknown,Unknown,Environment Canada,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,"Stream Walks,Creel",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Counts,Brood Collection",Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-A9,Project Funding for Capacity Building - Fisheries Truck (capital acquisition),Mowachaht/Muchalaht will purchase a 1 ton truck to replace existing fisheries truck,APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not Applicable,Not applicable,Completed,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Administration,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not Applicable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-B1,Food and Ceremonial Fisheries Management- Ahousaht,1.Ahousaht Fisheries staff annually works on food and ceremonial Fishing Plan(s) which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings.2.Ahousaht Fisheries staff provides catch monitoring information to DFO throughout the year.,APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Atleo River,Bawden Creek,Unknown,Unknown,Unknown,49.36998292,-126.0578299,"WCVI COHO SALMON,WCVI CHUM SALMON","CO-18,CM-10","CLAYOQUOT,SOUTHWEST VANCOUVER ISLAND","CO,CH,CM,PK,SK","Adult,Juvenile",Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-B2,Food and Ceremonial Fisheries Management- Ditidaht,1.Ditidaht Fisheries Supervisor and other fisheries staff annually work on food and ceremonial Fishing Plan(s) which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings.2.Ditidaht Fisheries staff provides catch monitoring information to DFO throughout the year.,APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Hobiton Creek,Unknown,Nitnat Lake,Unknown,Unknown,48.77461034,-124.7379799,"WCVI COHO SALMON,WCVI CHUM SALMON","CO-16,CM-10","JUAN DE FUCA-PACHENA,SOUTHWEST VANCOUVER ISLAND","CO,CH,CM,SK",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,MC Wright & Associates,Mike Wright,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-B3,Food and Ceremonial Fisheries Management- Ehattesaht,1.Ehattesaht Fisheries staff annually works on food and ceremonial Fishing Plan(s) which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings.2.Ehattesaht Fisheries staff provides catch monitoring information to DFO throughout the year.,APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Zeballos River,Unknown,Unknown,Unknown,Unknown,52.29119889,-128.3626696,WCVI CHUM SALMON,CM-10,SOUTHWEST VANCOUVER ISLAND,"CM,CH",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-B4,Food and Ceremonial Fisheries Management- Hesquiaht,1.Hesquiaht Fisheries staff work annually on food and ceremonial Fishing Plan(s) which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings.2.Hesquiaht Fisheries staff provides catch monitoring information to DFO throughout the year.,APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Ah'ta'apq River,Tsa-ya River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"CM,CO",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-B5,Food and Ceremonial Fisheries Management- Mowachaht/Muchalaht,"1.Mowachaht/Muchalaht Fisheries staff annually works on food and ceremonial Fishing Plan(s) which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings.2. Mowachaht/Muchalaht Fisheries Department will hire two community members for catch monitoring of Gold River Sockeye salmon F&C fisheries.3.Mowachaht/Muchalaht Fisheries staff provides catch monitoring information to DFO throughout the year.4.Two or more fisheries related community events are organized (e.g., Fisheries Planning, guidelines and conditions of License information sessions, fisher meetings for development of Fishing Plan). ",APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Gold River,Burman River,Unknown,Gold River,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"CH,SK",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-B6,Food and Ceremonial Fisheries Management- Nuchatlaht,1.Nuchatlaht Fisheries staff annually works on food and ceremonial Fishing Plan(s) for which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings.2.Nuchatlaht Fisheries staff provides catch monitoring information to DFO throughout the year according to the schedule outlined below.,APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Espinosa Creek,Savey Creek,Unknown,Unknown,Unknown,49.98876693,-126.9466347,"WCVI COHO SALMON,WCVI CHUM SALMON,WCVI PINK SALMON","CO-17,CM-10,PKO-6","WEST VANCOUVER ISLAND,SOUTHWEST VANCOUVER ISLAND,WEST VANCOUVER ISLAND","CO,CH,CM,PK,SK",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-SCA-AFS-2023,AFS2020-MLT-2023-2-B7,Food and Ceremonial Fisheries Management- Tlaoquiaht,1.Tla-o-qui-aht Fisheries staff annually works on food and ceremonial Fishing plan(s) which are provided to DFO through the Uu-a-thluk/ DFO Joint Technical Working Group meetings. 2.Tla-o-qui-aht Fisheries staff provides on the water and at the dock F&C catch monitoring information to DFO throughout the year.,APGIS,,,AFS,,Amendment,First Nations,2021,2020-04-01,2023-03-31,SCA,Freshwater,Staghorn Creek,Angora Creek,Muriel Lake,Kennedy Watershed,Unknown,50.06835578,-123.3433192,WCVI COHO SALMON,CO-18,CLAYOQUOT,"CO,CH,CM,PK,SK",Adult,Active,Population Science ,Monitoring,Extensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,Unknown,Unknown,Unknown,Brenda Wright,Unknown,Wilf Luedke,Unknown,Nuu-chah-nulth Tribal Council,Jim Lane,Biologist,"Wesley Smith,Shelby Hunter",Unknown,Unknown,Unknown,Unknown,Creel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Counts,Unknown,NuSEDs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-AFS-2036,AFS2020-MLT-2036-0-A2,"Stock Assessment - Taku river Sockeye, Pink and Chinook. ","Adult/carcass enumeration fences at three remote locations in the Taku River Drainage for the purposes of enumerating adult salmon returns, ensuring passage and assessing the biological stock characteristics for sockeye, pink and chinook in King Salmon Lake, Kuthai Lake, and Nakina River.",APGIS,,,"AFS,PST",,Primary Agreement,First Nations,2020,2020-04-01,2022-03-31,YTRA,Freshwater,Nakina River,"Kuthai Lake,Sloko River,Tatsatua Creek",King Salmon Lake,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"SK,PK,CH",Adult,Active,Population Science ,Sampling,Extensive,Escapement,Field Work,"Field Work,Staffing,Equipment Support",Contribute to Escapement Estimation,Unknown,Unknown,Taku River Sockeye and Chinook ABM Development,Not Applicable,Unknown,Bill Waugh,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,Fisheries Manager,Unknown,Alaska Department of Fish & Game,Ed Jones,Not Applicable,Not Applicable,"Fence,Coded Wire Tagging,BioData-Visual Observation,Radiotagging,BioData-Tissue Collection,Plane",Unknown,Unknown,Unknown,Unknown,Unknown,Protocol,Unknown,Operational plans - DFO shared drives,Unknown,"Scales,Sex,Length,Coded Wire Tag Recovery,Counts,Tissue Collection-DNA,Spaghetti Tagging,Adipose clips,Auxillary Appendage Clips",Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Paper",Unknown,"ADF&G SF Research and Technical Services, ADF&G Zander, PSMFC CWT",Unknown,"Bayesian Time Stratified Petersen Analysis System (BTSPAS), Program6",Unknown,Unknown,Unknown,Project Report," ADF&G, DSF Fishery Data Series, Pacific Salmon Commission Technical report series, Canadian Manuscript Report of Fisheries and Aquatic Sciences
",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-YTRA-AFS-2036,AFS2020-MLT-2036-0-A3,Canyon Island Mark/Recapture. ,"Canada/US Canyon Island chinook, sockeye, and coho salmon tagging program. ADF&G camp on the US portion of the Taku River.  Data is incorporated into Annual Transboundary Technical Committee Reports. ",APGIS,,,AFS,,Primary Agreement,First Nations,2020,2020-04-01,2022-03-31,YTRA,Freshwater,Canyon Creek,Unknown,Unknown,Unknown,Unknown,52.66456545,-128.2163714,CENTRAL COAST COHO SALMON,CO-27,HECATE STRAIT MAINLAND,"SK,CO,CH","Adult,Juvenile",Active,Population Science ,Sampling,Intensive,Escapement,Field Work,Data Collection,Contribute to Escapement Estimation,Unknown,Unknown,"Taku River Sockeye,Coho,and Chinook ABM Development",Not Applicable,Unknown,Bill Waugh,Bill Waugh,Bill Waugh,Bill Waugh,Taku River Tlingit First Nation,Mark Connor,Fisheries Manager,Unknown,Alaska Department of Fish & Game,Ed Jones,Not Applicable,Not Applicable,Coded Wire Tagging,Unknown,Unknown,Unknown,Unknown,Unknown,Protocol,Unknown,Operational plans - DFO shared drives,Unknown,Not Applicable,Unknown,DFO Shared Drive,Unknown,Unknown,Unknown,Unknown,Unknown,"Excel, Paper",Unknown,ADF&G Zander,Unknown,Not Applicable,Unknown,Unknown,Unknown,Project Report,"Transboundary Technical Committee Annual Catch and Effort Reporting, Aboriginal Fisheries Strategy Reporting",Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
