,Grid,Week,Species,cfa,CEU,SS,FS
48257,NC-289,22,Snow Crab,12,32160,0.000445,14.2965
48281,NC-291,22,Snow Crab,12,32160,0.000445,14.2965
48305,NC-293,22,Snow Crab,12,32160,0.000445,14.2965
49433,ND-287,22,Snow Crab,12,32160,0.000445,14.2965
49481,ND-291,22,Snow Crab,12,32160,0.000445,14.2965
49493,ND-292,22,Snow Crab,12,32160,0.000445,14.2965
50657,NE-288,22,Snow Crab,12,32160,0.000445,14.2965
50681,NE-290,22,Snow Crab,12,32160,0.000445,14.2965
51809,NF-283,22,Snow Crab,12,32160,0.000445,14.2965
51953,NF-295,22,Snow Crab,12,32160,0.000445,14.2965
53153,NG-292,22,Snow Crab,12,32160,0.000445,14.2965
53165,NG-293,22,Snow Crab,12,32160,0.000445,14.2965
53189,NG-295,22,Snow Crab,12,32160,0.000445,14.2965
54329,NH-286,22,Snow Crab,12,32160,0.000445,14.2965
54341,NH-287,22,Snow Crab,12,32160,0.000445,14.2965
55589,NI-286,22,Snow Crab,12,32160,0.000445,14.2965
55601,NI-287,22,Snow Crab,12,32160,0.000445,14.2965
57019,NJ-287,22,Snow Crab,12,32160,0.000445,14.2965
57127,NJ-296,22,Snow Crab,12,32160,0.000445,14.2965
57223,NJ-304,22,Snow Crab,12,32160,0.000445,14.2965
59629,NL-303,22,Snow Crab,12,32160,0.000445,14.2965
60569,NM-282,22,Snow Crab,12,32160,0.000445,14.2965
60629,NM-287,22,Snow Crab,12,32160,0.000445,14.2965
65149,NQ-281,22,Snow Crab,12,32160,0.000445,14.2965
65161,NQ-282,22,Snow Crab,12,32160,0.000445,14.2965
67249,NS-279,22,Snow Crab,12,32160,0.000445,14.2965
67261,NS-280,22,Snow Crab,12,32160,0.000445,14.2965
67609,NS-309,22,Snow Crab,12,32160,0.000445,14.2965
68299,NT-279,22,Snow Crab,12,32160,0.000445,14.2965
68311,NT-280,22,Snow Crab,12,32160,0.000445,14.2965
71697,NW-298,22,Snow Crab,12,32160,0.000445,14.2965
71769,NW-304,22,Snow Crab,12,32160,0.000445,14.2965
72787,NX-303,22,Snow Crab,12,32160,0.000445,14.2965
73673,NY-289,22,Snow Crab,12,32160,0.000445,14.2965
75853,OA-287,22,Snow Crab,12,32160,0.000445,14.2965
77077,OB-297,22,Snow Crab,12,32160,0.000445,14.2965
78037,OC-282,22,Snow Crab,12,32160,0.000445,14.2965
78061,OC-284,22,Snow Crab,12,32160,0.000445,14.2965
78073,OC-285,22,Snow Crab,12,32160,0.000445,14.2965
78169,OC-293,22,Snow Crab,12,32160,0.000445,14.2965
95517,OS-316,22,Snow Crab,12,32160,0.000445,14.2965
95529,OS-317,22,Snow Crab,12,32160,0.000445,14.2965
96581,OT-316,22,Snow Crab,12,32160,0.000445,14.2965
100845,OX-319,22,Snow Crab,12,32160,0.000445,14.2965
103034,OZ-329,22,Snow Crab,12,32160,0.000445,14.2965
103864,PA-314,22,Snow Crab,12,32160,0.000445,14.2965
104023,PA-326,22,Snow Crab,12,32160,0.000445,14.2965
106642,PD-327,22,Snow Crab,12,32160,0.000445,14.2965
106654,PD-328,22,Snow Crab,12,32160,0.000445,14.2965
106690,PD-331,22,Snow Crab,12,32160,0.000445,14.2965
109325,PH-309,22,Snow Crab,12,32160,0.000445,14.2965
110590,PJ-303,22,Snow Crab,12,32160,0.000445,14.2965
111176,PK-303,22,Snow Crab,12,32160,0.000445,14.2965
66069,NR-268,24,Snow Crab,12,26040,0.000549,14.3003
67107,NS-267,24,Snow Crab,12,26040,0.000549,14.3003
111207,PK-305,29,Snow Crab,12,4112.7714,0.003478,14.303
6037,LO-277,18,Snow Crab,12,24023.6571,0.000602,14.4659
6493,LP-278,18,Snow Crab,12,24023.6571,0.000602,14.4659
6505,LP-279,18,Snow Crab,12,24023.6571,0.000602,14.4659
6997,LQ-276,18,Snow Crab,12,24023.6571,0.000602,14.4659
7009,LQ-277,18,Snow Crab,12,24023.6571,0.000602,14.4659
7021,LQ-278,18,Snow Crab,12,24023.6571,0.000602,14.4659
7621,LR-278,18,Snow Crab,12,24023.6571,0.000602,14.4659
25153,MJ-288,18,Snow Crab,12,24023.6571,0.000602,14.4659
26197,MK-285,18,Snow Crab,12,24023.6571,0.000602,14.4659
26209,MK-286,18,Snow Crab,12,24023.6571,0.000602,14.4659
26245,MK-289,18,Snow Crab,12,24023.6571,0.000602,14.4659
29485,MN-284,18,Snow Crab,12,24023.6571,0.000602,14.4659
31861,MP-284,18,Snow Crab,12,24023.6571,0.000602,14.4659
45865,NA-294,18,Snow Crab,12,24023.6571,0.000602,14.4659
47125,NB-297,18,Snow Crab,12,24023.6571,0.000602,14.4659
53101,NG-288,18,Snow Crab,12,24023.6571,0.000602,14.4659
54373,NH-290,18,Snow Crab,12,24023.6571,0.000602,14.4659
54469,NH-298,18,Snow Crab,12,24023.6571,0.000602,14.4659
55705,NI-296,18,Snow Crab,12,24023.6571,0.000602,14.4659
69669,NU-304,18,Snow Crab,12,24023.6571,0.000602,14.4659
70711,NV-304,18,Snow Crab,12,24023.6571,0.000602,14.4659
70783,NV-310,18,Snow Crab,12,24023.6571,0.000602,14.4659
71825,NW-309,18,Snow Crab,12,24023.6571,0.000602,14.4659
72855,NX-309,18,Snow Crab,12,24023.6571,0.000602,14.4659
101861,OY-317,18,Snow Crab,12,24023.6571,0.000602,14.4659
101873,OY-318,18,Snow Crab,12,24023.6571,0.000602,14.4659
102917,OZ-320,18,Snow Crab,12,24023.6571,0.000602,14.4659
103042,OZ-330,18,Snow Crab,12,24023.6571,0.000602,14.4659
112156,PM-304,23,Snow Crab,12,28631,0.000506,14.4998
74705,NZ-284,24,Snow Crab,12,26040,0.000557,14.5106
4456,LJ-280,21,Snow Crab,12,33435,0.000436,14.5704
4684,LK-277,21,Snow Crab,12,33435,0.000436,14.5704
4720,LK-280,21,Snow Crab,12,33435,0.000436,14.5704
5308,LM-277,21,Snow Crab,12,33435,0.000436,14.5704
5344,LM-280,21,Snow Crab,12,33435,0.000436,14.5704
5656,LN-277,21,Snow Crab,12,33435,0.000436,14.5704
5692,LN-280,21,Snow Crab,12,33435,0.000436,14.5704
6076,LO-280,21,Snow Crab,12,33435,0.000436,14.5704
8320,LS-279,21,Snow Crab,12,33435,0.000436,14.5704
8992,LT-276,21,Snow Crab,12,33435,0.000436,14.5704
15472,MA-270,21,Snow Crab,12,33435,0.000436,14.5704
17500,MC-268,21,Snow Crab,12,33435,0.000436,14.5704
23032,MH-291,21,Snow Crab,12,33435,0.000436,14.5704
24148,MI-292,21,Snow Crab,12,33435,0.000436,14.5704
25132,MJ-286,21,Snow Crab,12,33435,0.000436,14.5704
25216,MJ-293,21,Snow Crab,12,33435,0.000436,14.5704
26284,MK-292,21,Snow Crab,12,33435,0.000436,14.5704
28396,MM-283,21,Snow Crab,12,33435,0.000436,14.5704
28456,MM-288,21,Snow Crab,12,33435,0.000436,14.5704
29452,MN-281,21,Snow Crab,12,33435,0.000436,14.5704
29488,MN-284,21,Snow Crab,12,33435,0.000436,14.5704
29512,MN-286,21,Snow Crab,12,33435,0.000436,14.5704
29524,MN-287,21,Snow Crab,12,33435,0.000436,14.5704
30628,MO-282,21,Snow Crab,12,33435,0.000436,14.5704
30640,MO-283,21,Snow Crab,12,33435,0.000436,14.5704
33100,MQ-282,21,Snow Crab,12,33435,0.000436,14.5704
34300,MR-276,21,Snow Crab,12,33435,0.000436,14.5704
42304,MX-298,21,Snow Crab,12,33435,0.000436,14.5704
44692,MZ-298,21,Snow Crab,12,33435,0.000436,14.5704
45820,NA-290,21,Snow Crab,12,33435,0.000436,14.5704
47068,NB-292,21,Snow Crab,12,33435,0.000436,14.5704
47116,NB-296,21,Snow Crab,12,33435,0.000436,14.5704
48316,NC-294,21,Snow Crab,12,33435,0.000436,14.5704
49528,ND-295,21,Snow Crab,12,33435,0.000436,14.5704
50644,NE-287,21,Snow Crab,12,33435,0.000436,14.5704
50716,NE-293,21,Snow Crab,12,33435,0.000436,14.5704
51820,NF-284,21,Snow Crab,12,33435,0.000436,14.5704
51832,NF-285,21,Snow Crab,12,33435,0.000436,14.5704
51856,NF-287,21,Snow Crab,12,33435,0.000436,14.5704
53080,NG-286,21,Snow Crab,12,33435,0.000436,14.5704
53104,NG-288,21,Snow Crab,12,33435,0.000436,14.5704
54316,NH-285,21,Snow Crab,12,33435,0.000436,14.5704
54352,NH-288,21,Snow Crab,12,33435,0.000436,14.5704
54388,NH-291,21,Snow Crab,12,33435,0.000436,14.5704
54400,NH-292,21,Snow Crab,12,33435,0.000436,14.5704
54412,NH-293,21,Snow Crab,12,33435,0.000436,14.5704
54424,NH-294,21,Snow Crab,12,33435,0.000436,14.5704
58244,NK-287,21,Snow Crab,12,33435,0.000436,14.5704
60580,NM-283,21,Snow Crab,12,33435,0.000436,14.5704
61784,NN-287,21,Snow Crab,12,33435,0.000436,14.5704
64062,NP-285,21,Snow Crab,12,33435,0.000436,14.5704
67236,NS-278,21,Snow Crab,12,33435,0.000436,14.5704
67584,NS-307,21,Snow Crab,12,33435,0.000436,14.5704
67596,NS-308,21,Snow Crab,12,33435,0.000436,14.5704
68322,NT-281,21,Snow Crab,12,33435,0.000436,14.5704
70654,NV-299,21,Snow Crab,12,33435,0.000436,14.5704
70666,NV-300,21,Snow Crab,12,33435,0.000436,14.5704
70690,NV-302,21,Snow Crab,12,33435,0.000436,14.5704
71732,NW-301,21,Snow Crab,12,33435,0.000436,14.5704
72642,NX-291,21,Snow Crab,12,33435,0.000436,14.5704
72690,NX-295,21,Snow Crab,12,33435,0.000436,14.5704
72858,NX-309,21,Snow Crab,12,33435,0.000436,14.5704
73600,NY-283,21,Snow Crab,12,33435,0.000436,14.5704
74678,NZ-282,21,Snow Crab,12,33435,0.000436,14.5704
75780,OA-281,21,Snow Crab,12,33435,0.000436,14.5704
75852,OA-287,21,Snow Crab,12,33435,0.000436,14.5704
75864,OA-288,21,Snow Crab,12,33435,0.000436,14.5704
75996,OA-299,21,Snow Crab,12,33435,0.000436,14.5704
76884,OB-281,21,Snow Crab,12,33435,0.000436,14.5704
78024,OC-281,21,Snow Crab,12,33435,0.000436,14.5704
78156,OC-292,21,Snow Crab,12,33435,0.000436,14.5704
92336,OP-316,21,Snow Crab,12,33435,0.000436,14.5704
92360,OP-318,21,Snow Crab,12,33435,0.000436,14.5704
93376,OQ-315,21,Snow Crab,12,33435,0.000436,14.5704
94428,OR-315,21,Snow Crab,12,33435,0.000436,14.5704
95552,OS-319,21,Snow Crab,12,33435,0.000436,14.5704
99778,OW-317,21,Snow Crab,12,33435,0.000436,14.5704
99790,OW-318,21,Snow Crab,12,33435,0.000436,14.5704
101852,OY-316,21,Snow Crab,12,33435,0.000436,14.5704
102860,OZ-315,21,Snow Crab,12,33435,0.000436,14.5704
104082,PA-331,21,Snow Crab,12,33435,0.000436,14.5704
105033,PB-332,21,Snow Crab,12,33435,0.000436,14.5704
106641,PD-327,21,Snow Crab,12,33435,0.000436,14.5704
106653,PD-328,21,Snow Crab,12,33435,0.000436,14.5704
109986,PI-303,21,Snow Crab,12,33435,0.000436,14.5704
110058,PI-309,21,Snow Crab,12,33435,0.000436,14.5704
111721,PL-306,21,Snow Crab,12,33435,0.000436,14.5704
19862,ME-292,19,Snow Crab,12,35914,0.000406,14.5797
20918,MF-295,19,Snow Crab,12,35914,0.000406,14.5797
24194,MI-296,19,Snow Crab,12,35914,0.000406,14.5797
25250,MJ-296,19,Snow Crab,12,35914,0.000406,14.5797
26318,MK-295,19,Snow Crab,12,35914,0.000406,14.5797
27446,ML-295,19,Snow Crab,12,35914,0.000406,14.5797
39806,MV-291,19,Snow Crab,12,35914,0.000406,14.5797
54506,NH-301,19,Snow Crab,12,35914,0.000406,14.5797
55778,NI-302,19,Snow Crab,12,35914,0.000406,14.5797
57208,NJ-303,19,Snow Crab,12,35914,0.000406,14.5797
58422,NK-302,19,Snow Crab,12,35914,0.000406,14.5797
59602,NL-301,19,Snow Crab,12,35914,0.000406,14.5797
102995,OZ-326,19,Snow Crab,12,35914,0.000406,14.5797
108603,PG-305,19,Snow Crab,12,35914,0.000406,14.5797
21967,MG-292,24,Snow Crab,12,26040,0.000562,14.6368
26311,MK-294,24,Snow Crab,12,26040,0.000562,14.6368
27355,ML-287,24,Snow Crab,12,26040,0.000562,14.6368
27367,ML-288,24,Snow Crab,12,26040,0.000562,14.6368
27427,ML-293,24,Snow Crab,12,26040,0.000562,14.6368
34351,MR-280,24,Snow Crab,12,26040,0.000562,14.6368
34363,MR-281,24,Snow Crab,12,26040,0.000562,14.6368
35707,MS-281,24,Snow Crab,12,26040,0.000562,14.6368
35719,MS-282,24,Snow Crab,12,26040,0.000562,14.6368
68289,NT-278,24,Snow Crab,12,26040,0.000562,14.6368
68301,NT-279,24,Snow Crab,12,26040,0.000562,14.6368
68325,NT-281,24,Snow Crab,12,26040,0.000562,14.6368
69375,NU-279,24,Snow Crab,12,26040,0.000562,14.6368
69387,NU-280,24,Snow Crab,12,26040,0.000562,14.6368
69675,NU-304,24,Snow Crab,12,26040,0.000562,14.6368
70693,NV-302,24,Snow Crab,12,26040,0.000562,14.6368
70753,NV-307,24,Snow Crab,12,26040,0.000562,14.6368
71747,NW-302,24,Snow Crab,12,26040,0.000562,14.6368
71771,NW-304,24,Snow Crab,12,26040,0.000562,14.6368
73771,NY-297,24,Snow Crab,12,26040,0.000562,14.6368
73819,NY-301,24,Snow Crab,12,26040,0.000562,14.6368
73831,NY-302,24,Snow Crab,12,26040,0.000562,14.6368
74873,NZ-298,24,Snow Crab,12,26040,0.000562,14.6368
102935,OZ-321,24,Snow Crab,12,26040,0.000562,14.6368
105012,PB-330,24,Snow Crab,12,26040,0.000562,14.6368
24128,MI-290,25,Snow Crab,12,22822,0.000643,14.6774
25172,MJ-289,25,Snow Crab,12,22822,0.000643,14.6774
25196,MJ-291,25,Snow Crab,12,22822,0.000643,14.6774
25208,MJ-292,25,Snow Crab,12,22822,0.000643,14.6774
26264,MK-290,25,Snow Crab,12,22822,0.000643,14.6774
27356,ML-287,25,Snow Crab,12,22822,0.000643,14.6774
28412,MM-284,25,Snow Crab,12,22822,0.000643,14.6774
28424,MM-285,25,Snow Crab,12,22822,0.000643,14.6774
28436,MM-286,25,Snow Crab,12,22822,0.000643,14.6774
69724,NU-308,25,Snow Crab,12,22822,0.000643,14.6774
71820,NW-308,25,Snow Crab,12,22822,0.000643,14.6774
103915,PA-318,25,Snow Crab,12,22822,0.000643,14.6774
103927,PA-319,25,Snow Crab,12,22822,0.000643,14.6774
104038,PA-327,25,Snow Crab,12,22822,0.000643,14.6774
104050,PA-328,25,Snow Crab,12,22822,0.000643,14.6774
104868,PB-318,25,Snow Crab,12,22822,0.000643,14.6774
104892,PB-320,25,Snow Crab,12,22822,0.000643,14.6774
104989,PB-328,25,Snow Crab,12,22822,0.000643,14.6774
105001,PB-329,25,Snow Crab,12,22822,0.000643,14.6774
105013,PB-330,25,Snow Crab,12,22822,0.000643,14.6774
105788,PC-319,25,Snow Crab,12,22822,0.000643,14.6774
4434,LJ-278,23,Snow Crab,12,28631,0.000516,14.7635
4686,LK-277,23,Snow Crab,12,28631,0.000516,14.7635
6486,LP-277,23,Snow Crab,12,28631,0.000516,14.7635
7002,LQ-276,23,Snow Crab,12,28631,0.000516,14.7635
7026,LQ-278,23,Snow Crab,12,28631,0.000516,14.7635
7626,LR-278,23,Snow Crab,12,28631,0.000516,14.7635
25230,MJ-294,23,Snow Crab,12,28631,0.000516,14.7635
29466,MN-282,23,Snow Crab,12,28631,0.000516,14.7635
31794,MP-278,23,Snow Crab,12,28631,0.000516,14.7635
31830,MP-281,23,Snow Crab,12,28631,0.000516,14.7635
33042,MQ-277,23,Snow Crab,12,28631,0.000516,14.7635
34374,MR-282,23,Snow Crab,12,28631,0.000516,14.7635
34386,MR-283,23,Snow Crab,12,28631,0.000516,14.7635
39642,MV-277,23,Snow Crab,12,28631,0.000516,14.7635
39654,MV-278,23,Snow Crab,12,28631,0.000516,14.7635
51822,NF-284,23,Snow Crab,12,28631,0.000516,14.7635
57188,NJ-301,23,Snow Crab,12,28631,0.000516,14.7635
57212,NJ-303,23,Snow Crab,12,28631,0.000516,14.7635
58210,NK-284,23,Snow Crab,12,28631,0.000516,14.7635
61786,NN-287,23,Snow Crab,12,28631,0.000516,14.7635
62918,NO-283,23,Snow Crab,12,28631,0.000516,14.7635
62930,NO-284,23,Snow Crab,12,28631,0.000516,14.7635
62942,NO-285,23,Snow Crab,12,28631,0.000516,14.7635
67610,NS-309,23,Snow Crab,12,28631,0.000516,14.7635
68636,NT-307,23,Snow Crab,12,28631,0.000516,14.7635
69746,NU-310,23,Snow Crab,12,28631,0.000516,14.7635
71782,NW-305,23,Snow Crab,12,28631,0.000516,14.7635
72800,NX-304,23,Snow Crab,12,28631,0.000516,14.7635
73782,NY-298,23,Snow Crab,12,28631,0.000516,14.7635
73818,NY-301,23,Snow Crab,12,28631,0.000516,14.7635
74704,NZ-284,23,Snow Crab,12,28631,0.000516,14.7635
74728,NZ-286,23,Snow Crab,12,28631,0.000516,14.7635
75794,OA-282,23,Snow Crab,12,28631,0.000516,14.7635
75806,OA-283,23,Snow Crab,12,28631,0.000516,14.7635
75818,OA-284,23,Snow Crab,12,28631,0.000516,14.7635
76898,OB-282,23,Snow Crab,12,28631,0.000516,14.7635
76922,OB-284,23,Snow Crab,12,28631,0.000516,14.7635
76934,OB-285,23,Snow Crab,12,28631,0.000516,14.7635
102898,OZ-318,23,Snow Crab,12,28631,0.000516,14.7635
102922,OZ-320,23,Snow Crab,12,28631,0.000516,14.7635
104060,PA-329,23,Snow Crab,12,28631,0.000516,14.7635
104842,PB-316,23,Snow Crab,12,28631,0.000516,14.7635
106550,PD-317,23,Snow Crab,12,28631,0.000516,14.7635
4695,LK-278,20,Snow Crab,12,35407,0.000417,14.7743
4719,LK-280,20,Snow Crab,12,35407,0.000417,14.7743
5295,LM-276,20,Snow Crab,12,35407,0.000417,14.7743
8247,LS-273,20,Snow Crab,12,35407,0.000417,14.7743
8967,LT-274,20,Snow Crab,12,35407,0.000417,14.7743
10647,LV-273,20,Snow Crab,12,35407,0.000417,14.7743
13467,LY-272,20,Snow Crab,12,35407,0.000417,14.7743
14439,LZ-270,20,Snow Crab,12,35407,0.000417,14.7743
15447,MA-268,20,Snow Crab,12,35407,0.000417,14.7743
16479,MB-269,20,Snow Crab,12,35407,0.000417,14.7743
16503,MB-271,20,Snow Crab,12,35407,0.000417,14.7743
23019,MH-290,20,Snow Crab,12,35407,0.000417,14.7743
24075,MI-286,20,Snow Crab,12,35407,0.000417,14.7743
24147,MI-292,20,Snow Crab,12,35407,0.000417,14.7743
25095,MJ-283,20,Snow Crab,12,35407,0.000417,14.7743
25215,MJ-293,20,Snow Crab,12,35407,0.000417,14.7743
28491,MM-291,20,Snow Crab,12,35407,0.000417,14.7743
31803,MP-279,20,Snow Crab,12,35407,0.000417,14.7743
31911,MP-288,20,Snow Crab,12,35407,0.000417,14.7743
34431,MR-287,20,Snow Crab,12,35407,0.000417,14.7743
37107,MT-287,20,Snow Crab,12,35407,0.000417,14.7743
41127,MW-299,20,Snow Crab,12,35407,0.000417,14.7743
42219,MX-291,20,Snow Crab,12,35407,0.000417,14.7743
43431,MY-292,20,Snow Crab,12,35407,0.000417,14.7743
46995,NB-286,20,Snow Crab,12,35407,0.000417,14.7743
49383,ND-283,20,Snow Crab,12,35407,0.000417,14.7743
49407,ND-285,20,Snow Crab,12,35407,0.000417,14.7743
50595,NE-283,20,Snow Crab,12,35407,0.000417,14.7743
51999,NF-299,20,Snow Crab,12,35407,0.000417,14.7743
53235,NG-299,20,Snow Crab,12,35407,0.000417,14.7743
54303,NH-284,20,Snow Crab,12,35407,0.000417,14.7743
55755,NI-300,20,Snow Crab,12,35407,0.000417,14.7743
55767,NI-301,20,Snow Crab,12,35407,0.000417,14.7743
56981,NJ-284,20,Snow Crab,12,35407,0.000417,14.7743
57185,NJ-301,20,Snow Crab,12,35407,0.000417,14.7743
58375,NK-298,20,Snow Crab,12,35407,0.000417,14.7743
59591,NL-300,20,Snow Crab,12,35407,0.000417,14.7743
60591,NM-284,20,Snow Crab,12,35407,0.000417,14.7743
71719,NW-300,20,Snow Crab,12,35407,0.000417,14.7743
72653,NX-292,20,Snow Crab,12,35407,0.000417,14.7743
72689,NX-295,20,Snow Crab,12,35407,0.000417,14.7743
75779,OA-281,20,Snow Crab,12,35407,0.000417,14.7743
78059,OC-284,20,Snow Crab,12,35407,0.000417,14.7743
95503,OS-315,20,Snow Crab,12,35407,0.000417,14.7743
95527,OS-317,20,Snow Crab,12,35407,0.000417,14.7743
95539,OS-318,20,Snow Crab,12,35407,0.000417,14.7743
96579,OT-316,20,Snow Crab,12,35407,0.000417,14.7743
96603,OT-318,20,Snow Crab,12,35407,0.000417,14.7743
96615,OT-319,20,Snow Crab,12,35407,0.000417,14.7743
98699,OV-316,20,Snow Crab,12,35407,0.000417,14.7743
99765,OW-316,20,Snow Crab,12,35407,0.000417,14.7743
100831,OX-318,20,Snow Crab,12,35407,0.000417,14.7743
101851,OY-316,20,Snow Crab,12,35407,0.000417,14.7743
101875,OY-318,20,Snow Crab,12,35407,0.000417,14.7743
101887,OY-319,20,Snow Crab,12,35407,0.000417,14.7743
103020,OZ-328,20,Snow Crab,12,35407,0.000417,14.7743
104069,PA-330,20,Snow Crab,12,35407,0.000417,14.7743
104972,PB-327,20,Snow Crab,12,35407,0.000417,14.7743
105873,PC-328,20,Snow Crab,12,35407,0.000417,14.7743
105885,PC-329,20,Snow Crab,12,35407,0.000417,14.7743
108628,PG-307,20,Snow Crab,12,35407,0.000417,14.7743
109323,PH-309,20,Snow Crab,12,35407,0.000417,14.7743
4445,LJ-279,22,Snow Crab,12,32160,0.00046,14.7894
4709,LK-279,22,Snow Crab,12,32160,0.00046,14.7894
4721,LK-280,22,Snow Crab,12,32160,0.00046,14.7894
5033,LL-281,22,Snow Crab,12,32160,0.00046,14.7894
5321,LM-278,22,Snow Crab,12,32160,0.00046,14.7894
5657,LN-277,22,Snow Crab,12,32160,0.00046,14.7894
5693,LN-280,22,Snow Crab,12,32160,0.00046,14.7894
8273,LS-275,22,Snow Crab,12,32160,0.00046,14.7894
17513,MC-269,22,Snow Crab,12,32160,0.00046,14.7894
24161,MI-293,22,Snow Crab,12,32160,0.00046,14.7894
26177,MK-283,22,Snow Crab,12,32160,0.00046,14.7894
27413,ML-292,22,Snow Crab,12,32160,0.00046,14.7894
28457,MM-288,22,Snow Crab,12,32160,0.00046,14.7894
29453,MN-281,22,Snow Crab,12,32160,0.00046,14.7894
30593,MO-279,22,Snow Crab,12,32160,0.00046,14.7894
30605,MO-280,22,Snow Crab,12,32160,0.00046,14.7894
30653,MO-284,22,Snow Crab,12,32160,0.00046,14.7894
31841,MP-282,22,Snow Crab,12,32160,0.00046,14.7894
33041,MQ-277,22,Snow Crab,12,32160,0.00046,14.7894
33089,MQ-281,22,Snow Crab,12,32160,0.00046,14.7894
36989,MT-277,22,Snow Crab,12,32160,0.00046,14.7894
38381,MU-280,22,Snow Crab,12,32160,0.00046,14.7894
39809,MV-291,22,Snow Crab,12,32160,0.00046,14.7894
47057,NB-291,22,Snow Crab,12,32160,0.00046,14.7894
47069,NB-292,22,Snow Crab,12,32160,0.00046,14.7894
48269,NC-290,22,Snow Crab,12,32160,0.00046,14.7894
48293,NC-292,22,Snow Crab,12,32160,0.00046,14.7894
50669,NE-289,22,Snow Crab,12,32160,0.00046,14.7894
50717,NE-293,22,Snow Crab,12,32160,0.00046,14.7894
50729,NE-294,22,Snow Crab,12,32160,0.00046,14.7894
51821,NF-284,22,Snow Crab,12,32160,0.00046,14.7894
51893,NF-290,22,Snow Crab,12,32160,0.00046,14.7894
51905,NF-291,22,Snow Crab,12,32160,0.00046,14.7894
51929,NF-293,22,Snow Crab,12,32160,0.00046,14.7894
53057,NG-284,22,Snow Crab,12,32160,0.00046,14.7894
54497,NH-300,22,Snow Crab,12,32160,0.00046,14.7894
55565,NI-284,22,Snow Crab,12,32160,0.00046,14.7894
55577,NI-285,22,Snow Crab,12,32160,0.00046,14.7894
58197,NK-283,22,Snow Crab,12,32160,0.00046,14.7894
58233,NK-286,22,Snow Crab,12,32160,0.00046,14.7894
58365,NK-297,22,Snow Crab,12,32160,0.00046,14.7894
58437,NK-303,22,Snow Crab,12,32160,0.00046,14.7894
59437,NL-287,22,Snow Crab,12,32160,0.00046,14.7894
59617,NL-302,22,Snow Crab,12,32160,0.00046,14.7894
64039,NP-283,22,Snow Crab,12,32160,0.00046,14.7894
65185,NQ-284,22,Snow Crab,12,32160,0.00046,14.7894
66235,NR-282,22,Snow Crab,12,32160,0.00046,14.7894
70799,NV-311,22,Snow Crab,12,32160,0.00046,14.7894
71709,NW-299,22,Snow Crab,12,32160,0.00046,14.7894
71721,NW-300,22,Snow Crab,12,32160,0.00046,14.7894
71745,NW-302,22,Snow Crab,12,32160,0.00046,14.7894
72571,NX-285,22,Snow Crab,12,32160,0.00046,14.7894
72607,NX-288,22,Snow Crab,12,32160,0.00046,14.7894
72751,NX-300,22,Snow Crab,12,32160,0.00046,14.7894
73685,NY-290,22,Snow Crab,12,32160,0.00046,14.7894
74679,NZ-282,22,Snow Crab,12,32160,0.00046,14.7894
75973,OA-297,22,Snow Crab,12,32160,0.00046,14.7894
75985,OA-298,22,Snow Crab,12,32160,0.00046,14.7894
76993,OB-290,22,Snow Crab,12,32160,0.00046,14.7894
77065,OB-296,22,Snow Crab,12,32160,0.00046,14.7894
78145,OC-291,22,Snow Crab,12,32160,0.00046,14.7894
78157,OC-292,22,Snow Crab,12,32160,0.00046,14.7894
78181,OC-294,22,Snow Crab,12,32160,0.00046,14.7894
91869,OP-276,22,Snow Crab,12,32160,0.00046,14.7894
91881,OP-277,22,Snow Crab,12,32160,0.00046,14.7894
92933,OQ-278,22,Snow Crab,12,32160,0.00046,14.7894
93961,OR-276,22,Snow Crab,12,32160,0.00046,14.7894
93997,OR-279,22,Snow Crab,12,32160,0.00046,14.7894
95049,OS-277,22,Snow Crab,12,32160,0.00046,14.7894
96593,OT-317,22,Snow Crab,12,32160,0.00046,14.7894
103022,OZ-328,22,Snow Crab,12,32160,0.00046,14.7894
104071,PA-330,22,Snow Crab,12,32160,0.00046,14.7894
105851,PC-326,22,Snow Crab,12,32160,0.00046,14.7894
105911,PC-331,22,Snow Crab,12,32160,0.00046,14.7894
106525,PD-315,22,Snow Crab,12,32160,0.00046,14.7894
106678,PD-330,22,Snow Crab,12,32160,0.00046,14.7894
108618,PG-306,22,Snow Crab,12,32160,0.00046,14.7894
4694,LK-278,19,Snow Crab,12,35914,0.000415,14.9037
4994,LL-278,19,Snow Crab,12,35914,0.000415,14.9037
5018,LL-280,19,Snow Crab,12,35914,0.000415,14.9037
5342,LM-280,19,Snow Crab,12,35914,0.000415,14.9037
8246,LS-273,19,Snow Crab,12,35914,0.000415,14.9037
9014,LT-278,19,Snow Crab,12,35914,0.000415,14.9037
9794,LU-276,19,Snow Crab,12,35914,0.000415,14.9037
10634,LV-272,19,Snow Crab,12,35914,0.000415,14.9037
11546,LW-271,19,Snow Crab,12,35914,0.000415,14.9037
12494,LX-271,19,Snow Crab,12,35914,0.000415,14.9037
12530,LX-274,19,Snow Crab,12,35914,0.000415,14.9037
13442,LY-270,19,Snow Crab,12,35914,0.000415,14.9037
13466,LY-272,19,Snow Crab,12,35914,0.000415,14.9037
18578,MD-270,19,Snow Crab,12,35914,0.000415,14.9037
26282,MK-292,19,Snow Crab,12,35914,0.000415,14.9037
27410,ML-292,19,Snow Crab,12,35914,0.000415,14.9037
33158,MQ-287,19,Snow Crab,12,35914,0.000415,14.9037
