Thème,Sous-thème,Priorité de recherche,Numéro d'identification de la priorité (NIP),Informations complémentaires fournies par le client
Sciences halieutiques,Approche écosystémique dans la gestion des pêches,Effets des variables environnementales sur les stocks de poissons,FS-03,"Comprendre les effets de la dynamique des écosystèmes, des changements climatiques et des activités humaines sur les pêches."
Sciences halieutiques,Approche écosystémique dans la gestion des pêches,Effets des variables environnementales sur les stocks de poissons,FS-03,"Évaluation annuelle du régime alimentaire des pinnipèdes.
Données scientifiques de base pour améliorer la compréhension des rôles et des liens écologiques entre les mammifères marins et leurs proies. Données sur la répartition essentielles pour comprendre les ZIEB et appuyer l’établissement d’AMP et de désignations des habitats essentiels (p. ex. rorqual bleu, baleine noire, baleine à bec commune, tortues luths)."
Sciences halieutiques,Approche écosystémique dans la gestion des pêches,Comprendre les effets des engins de pêche fantômes ,FS-04,Comprendre les effets des engins de pêche fantômes sur les principaux stocks et intégrer les données recueillies sur les engins de pêche perdus et fantômes aux cadres d’évaluation des stocks.
Sciences halieutiques,Approche écosystémique dans la gestion des pêches,Incidence des facteurs de stress,FS-05,"Répercussions de l’évolution des conditions océaniques.
Ressources marines arctiques – Changements dans la productivité marine, dynamique des populations des stocks de poissons prioritaires, notamment les mammifères marins, la répartition des espèces indigènes, l’expansion des aires de répartition des espèces boréales."
Sciences halieutiques,Approche écosystémique dans la gestion des pêches,Approches plurispécifiques et autres considérations,FS-06,Examiner les principes et les approches nécessaires pour passer à des approches plurispécifiques ou interdisciplinaires en matière de gestion.
Sciences halieutiques,Approche écosystémique dans la gestion des pêches,Approches plurispécifiques et autres considérations,FS-06,"Évaluation de l'impact des engins de pêche sur les différentes espèces: 
a. Modélisation des interactions des pêches dirigées avec d'autres espèces notamment les pêches avec engins mobiles ( ex.: chalut , senne, drague, etc.) et engins fixes (ex.: filet maillant)
b. Modélisation des interactions des engins de pêche avec les mammifères marins
c. Évaluation de la mortalité non comptabilisée"
Sciences halieutiques,Approche écosystémique dans la gestion des pêches,Approches plurispécifiques et autres considérations,FS-06,"Développement d’outils et perfectionnement d’outils existants.
a) Élaborer de nouvelles méthodes pour déterminer les régimes alimentaires des prédateurs marins au moyen de la génomique, des isotopes stables et des acides gras.
b) Appliquer l’identification génétique aux parties de proies afin de mieux identifier les proies marines.
"
Sciences halieutiques,Approche écosystémique dans la gestion des pêches,Activités de relevé et de surveillance,FS-07,"Approche écosystémique de la gestion des pêches et besoins scientifiques connexes. 
Recherche pour l’élaboration de mesures de gestion visant à réduire au minimum les prises accessoires en général et les prises accessoires d’espèces comme la merluche blanche et le flétan de l’Atlantique en particulier. À cette fin, et compte tenu des données obtenues à partir des pêches repères et expérimentales au cours des dernières années, quels avis le Secteur des sciences peut-il fournir en ce qui concerne le type d’engins et les fermetures possibles (profondeur, superficie, saison), en tenant compte des besoins biologiques des espèces accessoires dans toute l’unité 1? Que nous apprennent les résultats des pêches repères et expérimentales sur la façon dont les Canadiens devraient pêcher le stock de sébaste dans l’unité 1 de façon à limiter les prises accessoires et le développement d’espèces gênantes qui limiteront les possibilités de pêche?"
Sciences halieutiques,Approche écosystémique dans la gestion des pêches,Activités de relevé et de surveillance,FS-07,"Évaluation des stocks et soutien scientifique à l'élaboration de recommandations sur les mesures de gestions pour les pêches commerciale, récréative, ASR et la chasse de subsistance
- Documenter ou améliorer les connaissances sur la biologie des espèces afin d'appuyer la gestion de la ressource dans la mise à jour de mesures de gestion, l'élaboration  de méthodes normalisées  
- Développement ou amélioration d'indicateurs d'abondance de la biomasse exploitable.
"
Sciences halieutiques,Approche écosystémique dans la gestion des pêches,Activités de relevé et de surveillance,FS-07,"Évaluation des stocks et soutien scientifique à l'élaboration de recommandations sur les mesures de gestions pour les pêches commerciale, récréative, ASR et la chasse de subsistance
- Intégration dans les relevés de recherche des connaissances traditionnelles des PN  notamment pour les espèces du Nord:  béluga, morse, narval et phoques du nord"
Sciences halieutiques,Approche écosystémique dans la gestion des pêches,Activités de relevé et de surveillance,FS-07,"PPH – Surveillance : développement des pêches à petite échelle.
De nouvelles méthodes de collecte de données sur la surveillance et l’évaluation communautaires des stocks valides sur le plan scientifique pour la santé des stocks et la durabilité des pêches à petite échelle en développement dans l’Arctique et un petit effort pour consolider les ressources humaines nécessaires pour appuyer cet objectif à court, moyen et long terme, en ce qui concerne l’évaluation des données, l’évaluation des stocks et la communication de ces résultats à la gestion des pêches et aux cogestionnaires – omble, grand corégone et truite grise. "
Sciences halieutiques,Approche écosystémique dans la gestion des pêches,Activités de relevé et de surveillance,FS-07,"Innovation et recherche spatiales (par zone), par exemple : surveillance de l’évolution des conditions océaniques, méthodes d’évaluation des stocks fondées sur l’espace (évaluations à petite échelle) et évaluations régionales.
"
Sciences halieutiques,Science de l'évaluation des stocks,Pêches émergentes ou sur lesquelles on dispose de peu de données,FS-08,"Béluga
-Étude de la composition et du déplacement des stocks de bélugas de la baie Cumberland.
PPPHP : Le Secteur des sciences doit appuyer la gestion durable des stocks de mammifères marins, de poissons et d’invertébrés prioritaires à l’échelle nationale, conformément aux responsabilités énoncées dans la Loi sur les pêches modifiée (2019)"
Sciences halieutiques,Science de l'évaluation des stocks,Pêches émergentes ou sur lesquelles on dispose de peu de données,FS-08,"PPH – Surveillance : Développement des pêches émergentes
Les pêches émergentes et exploratoires sont des aspects importants du développement de pêches économiquement prospère dans l’Arctique. Ce développement doit être réalisé conformément au Cadre pour la pêche durable, qui constitue le fondement permettant de s’assurer que les pêches canadiennes soutiennent la conservation et l’utilisation durable des ressources. À l’appui de l’approche de précaution à l’égard de la gestion des pêches, des protocoles d’évaluation des stocks semblables à ceux qui ont été élaborés pour l’omble chevalier et diverses autres espèces sont nécessaires pour soutenir les pêches émergentes à petite échelle sur lesquelles on dispose de peu de données. Les intérêts communautaires sont actuellement axés sur les mollusques et crustacés, les oursins de mer, les holothuries, le grand corégone et la truite grise."
Sciences halieutiques,Science de l'évaluation des stocks,Pêches émergentes ou sur lesquelles on dispose de peu de données,FS-08,"PPH – Mollusques et crustacés
Recherche sur les mollusques et crustacés à l’appui de deux demandes récentes au SCCS en 2019 – se référer à ces documents, car ils sont bien pensés et élaborés conjointement avec des chercheurs scientifiques, pour les ressources et les connaissances de base nécessaires au développement de la pêche aux mollusques et crustacés dans l’Arctique canadien."
Sciences halieutiques,Science de l'évaluation des stocks,Pêches émergentes ou sur lesquelles on dispose de peu de données,FS-08,"PPH – Statut et biologie des espèces côtières et estuariennes de plus faible valeur économique ou des espèces pour lesquelles les données sont insuffisantes.
Des espèces telles que les mollusques sauvages, le hareng de printemps, le maquereau, le gaspareau, la capucette, l’éperlan et le crabe commun entrent dans cette catégorie d’espèces à faible valeur commerciale, mais plusieurs d’entre elles ont une valeur locale et récréative importante."
Sciences halieutiques,Science de l'évaluation des stocks,Pêches émergentes ou sur lesquelles on dispose de peu de données,FS-08,Pour les stocks sous-surveillés (sur lesquels ont dispose de peu de données) et l’élaboration de méthodes de relevés nouvelles ou améliorées.
Sciences halieutiques,Science de l'évaluation des stocks,Pêches émergentes ou sur lesquelles on dispose de peu de données,FS-08,"Narval – baie de Baffin 
a. Estimations de l’abondance et niveaux de capture durables.
b. Composition (stock) des prises du printemps et de l’automne.
c. Déplacements et répartition des narvals de l’île Somerset, de l’est de l’île de Baffin, du détroit de Smith et du détroit de Jones.
d. Paramètres biologiques à appliquer dans le modèle de la Commission mixte Canada-Groenland."
Sciences halieutiques,Science de l'évaluation des stocks,Pêches émergentes ou sur lesquelles on dispose de peu de données,FS-08,"Morse
a. Élaborer un cadre de surveillance; rencontrer des partenaires de cogestion à Iqaluit pour élaborer un cadre de déclaration des prises; éventuellement mener des consultations plus approfondies (inclura le morse dans la surveillance indépendante des pêches et le savoir autochtone) sur la mise en œuvre du cadre de déclaration des prises.
b. Informations sur les stocks de morse de l’Atlantique dans le sud et l’est de la baie d’Hudson (inclura le morse dans le cadre de l’AP).
c. Estimations à jour de l’abondance des stocks de morse de l’Atlantique dans l’Extrême-Arctique (inclura le morse dans le cadre de l’AP).
d. Délimitation des stocks au sein de la population de morses de l’Arctique (inclura le morse dans la priorité de structure des stocks).

PPPHP : le Secteur des sciences doit appuyer la gestion durable des stocks de mammifères marins, de poissons et d’invertébrés prioritaires à l’échelle nationale, conformément aux responsabilités énoncées dans la Loi sur les pêches modifiée (2019)
"
Sciences halieutiques,Science de l'évaluation des stocks,Élaboration et mise en œuvre de l’approche de précaution,FS-09,"Élaborer un cadre scientifique pour la surveillance et l’évaluation de la durabilité et des activités de rétablissement des stocks et des écosystèmes.
"
Sciences halieutiques,Science de l'évaluation des stocks,Élaboration et mise en œuvre de l’approche de précaution,FS-09,"Élaborer des points de référence et caractériser les états des stocks des principaux stocks de poissons en termes de biomasse et d’abondance et de taux d’exploitation et de mortalité par pêche, ainsi que leurs approximations. Les points de référence seraient liés aux « dommages graves » et à la production maximale équilibrée (ou aux approximations pertinentes). 
Soutien pour les stocks spatialement complexes, les répartitions changeantes, les stocks sur lesquels il existe peu de données, les nouvelles collectes de données et les considérations « in silico » (p. ex. modélisation et simulations).
"
Sciences halieutiques,Science de l'évaluation des stocks,Élaboration et mise en œuvre de l’approche de précaution,FS-09,"PPH – Renouveler les paramètres couramment acceptés pour la prise de décisions.
Mettre de nouveau l’accent sur la recherche qui a été effectuée par le passé pour fournir des paramètres standard utilisés dans la prise de décisions en matière de gestion des pêches. Maintenant que l’eau des rivières s’est réchauffée et que la taille des populations a diminué, il serait utile de mettre à jour les mesures liées à la mortalité de la pêche avec remise à l’eau; les hypothèses actuelles datent parfois de plusieurs décennies. "
Sciences halieutiques,Science de l'évaluation des stocks,Élaboration et mise en œuvre de l’approche de précaution,FS-09,"Outils généraux ou travaux propres au stock; définition et mise à l’essai des points de référence. 
Examen des points de référence dynamiques (qui varient dans le temps) et démonstration de la durabilité à plus long terme. 
Évaluation des stratégies de gestion et soutien scientifique pour surveiller et évaluer la mise en œuvre et le rendement de l’AP."
Sciences halieutiques,Science de l'évaluation des stocks,Élaboration et mise en œuvre de l’approche de précaution,FS-09,"Améliorer ou élaborer des outils et des méthodes.
- Développer ou renforcer des outils d’évaluation des stocks (p. ex. points de référence, taux d’exploitation des principaux stocks, des stocks sur lesquels les données sont limitées ou des prises accessoires), surveillance des océans et évaluation de la productivité primaire.
"
Sciences halieutiques,Science de l'évaluation des stocks,Élaboration et mise en œuvre de l’approche de précaution,FS-09,"Utilisation accrue des données et des modèles pour améliorer les évaluations des pêches et la prise de décisions (p. ex. mettre à jour et automatiser le modèle de déviation et de synchronisation du saumon rouge du fleuve Fraser, élaborer le modèle de température de la rivière Skeena, fournir des prévisions de température pour éclairer la planification de la mise en liberté des poissons d’écloserie)."
Sciences halieutiques,Science de l'évaluation des stocks,"Amélioration de la surveillance des prises et des prises accessoires, et réduction des prises accessoires",FS-10,"Surveillance et réduction des prises accessoires
Élaborer des méthodes pour surveiller et évaluer l’état des espèces non ciblées qui sont capturées comme prises accessoires (p. ex. brosme, raies, tanche-tautogue), en particulier les espèces pêchées que le COSEPAC a désignées comme étant à risque (gérées en vertu de « plans d’approche de rechange »), ainsi que l’efficacité des mesures d’atténuation des risques mises en place pour les protéger. 
"
Sciences halieutiques,Science de l'évaluation des stocks,"Amélioration de la surveillance des prises et des prises accessoires, et réduction des prises accessoires",FS-10,"Développement d'estimés de prises accessoires; modélisation ou estimation des mortalités d'espèces commerciales non-comptabilisées, modélisation des facteurs environnements afin d'évaluer les impacts sur l'état des ressources en milieu marin
BYCATCH"
Sciences halieutiques,Science de l'évaluation des stocks,"Amélioration de la surveillance des prises et des prises accessoires, et réduction des prises accessoires",FS-10,"PPH – Biodiversité
a) Fournir des avis sur l’état des espèces non ciblées qui sont capturées comme prises accessoires (p. ex. brosme, raies, tanche-tautogue).
b) Évaluer les risques pour les espèces non ciblées qui sont capturées comme prises accessoires et évaluer l’efficacité des mesures d’atténuation des risques.
c) Fournir des cadres et des points de référence pour surveiller l’état des espèces non ciblées capturées comme prises accessoires.
d) Élaborer ou élargir des relevés ou des méthodes de relevé à l’appui des travaux d’évaluation des stocks pour les stocks non ciblés.
e) Recherche sur les effets létaux, sublétaux et écologiques des activités de pêche commerciales, récréatives ou scientifiques (effets autres que ceux des prises et des prises accessoires).
"
Sciences halieutiques,Science de l'évaluation des stocks,"Amélioration de la surveillance des prises et des prises accessoires, et réduction des prises accessoires",FS-10,"PPH – Mesures d’atténuation et activités de gestion
Le Secteur des sciences doit soutenir la gestion durable de la pêche au sébaste de l’unité 1 dès la fin du moratoire. La préoccupation particulière en matière de conservation concerne la gestion des prises accessoires du sébaste juvénile et d’autres espèces (p. ex. le flétan de l’Atlantique, la morue, la merluche blanche, etc.). La réduction des prises accessoires s’inscrit dans l’engagement du Ministère de réduire les prises accessoires, de mettre l’accent sur une approche plus écosystémique de la gestion des pêches et de réduire la mortalité des espèces qui font l’objet de plans de rétablissement en tant que stocks du lot 1, dont plusieurs ont été désignées par le COSEPAC comme étant en voie de disparition. 
"
Sciences halieutiques,Science de l'évaluation des stocks,"Amélioration de la surveillance des prises et des prises accessoires, et réduction des prises accessoires",FS-10,"PPH – Mesures d’atténuation et activités de gestion : amélioration de la surveillance des prises et des prises accessoires, et réduction des prises accessoires.
Fournir des avis scientifiques pour la mise en œuvre de la résolution 61/105 des Nations Unies, des processus connexes de l’Organisation des Nations Unies pour l’alimentation et l’agriculture (FAO) et de la Convention sur la Diversité biologique (CBD) (y compris les cibles d’Aichi et les objectifs des objectifs de développement durable [ODD]), ainsi que de la Conférence intergouvernementale pour négocier un nouveau traité de mise en œuvre en vertu de la Convention des Nations Unies sur le droit de la mer (UNCLOS) pour la biodiversité des zones marines situées au-delà de la juridiction nationale (BBNJ). Effets négatifs importants sur la biodiversité marine :
a) mieux comprendre la résilience et le rétablissement des écosystèmes, les répercussions sur la biodiversité marine dans les zones au-delà de la juridiction nationale et les fonctions écosystémiques des autres EMV;
b) appuyer la politique du MPO de comptabilisation complète de la mortalité par pêche et réduire au minimum les prises accessoires des espèces inscrites sur la liste rouge de l’UICN;
c) améliorer la capacité d’adapter les décisions de gestion aux répercussions du bruit sur les écosystèmes marins;
d) mieux comprendre les répercussions sur le milieu marin des engins de pêche abandonnés ou jetés.
"
Sciences halieutiques,Science de l'évaluation des stocks,"Amélioration de la surveillance des prises et des prises accessoires, et réduction des prises accessoires",FS-10,"Recherche pour soutenir l’amélioration continue des méthodes et de la conception d'échantillonage pour la surveillance des prises, la surveillancedes prises accessoires, et de la réduction des prises accessoires."
Sciences halieutiques,Science de l'évaluation des stocks,Outils et approches de gestion,FS-11,"Développement durable des pêches
i) Soutien à la réalisation des éléments identifiés dans les Plans de travail annuels du Cadre pour la pêche durable notamment quant au développement des approches de précaution pour les espèces qui n'en n'ont pas.
ii) Soutien aux initiatives d'écocertification des pêches initiées par l'industrie (crabe des neiges du NGSL, flétan du Groenland, flétan atlantique, homard, crevette, etc.), support à l’élaboration et à la mise en oeuvre des éléments des plans d’action relevant du mandat principal du MPO, notamment par la réalisation de recherche portant sur l'impact de la pêche sur les espèces ciblées et non ciblées, sur l’habitat et sur l’écosystème."
Sciences halieutiques,Science de l'évaluation des stocks,Outils et approches de gestion,FS-11,"Évaluation des stocks et soutien scientifique à l'élaboration de recommandations sur les mesures de gestions pour les pêches commerciale, récréative, ASR et la chasse de subsistance [Manque de suivi scientifique identifié par la gestion pour plusieurs espèces; p. ex.: buccin, concombre de mer, crabe commun, crabe araignée, mactre de l'Atlantique, couteau de l'Atlantique, oursin, béluga (populations du nord), phoques (populations du nord), morse, narval et algues]: 
a. Contribuer aux évaluations des stocks notamment en réalisant des relevés de recherche pour les espèces qui ne disposent pas de relevé.
b. Partenariat dans des projets de modernisation des pratiques de pêche ( développement de nouveaux engins, nouvelles méthodes, amélioration de la sélectivité, réduction des impacts)
"
Sciences halieutiques,Science de l'évaluation des stocks,Outils et approches de gestion,FS-11,Déterminer les répercussions sur la durabilité des populations de homards (le cas échéant) si des changements sont apportés à la saison de pêche.
Sciences halieutiques,Science de l'évaluation des stocks,Outils et approches de gestion,FS-11,"PPH – Mesures d’atténuation et activités de gestion : le Secteur des sciences doit soutenir la gestion durable de la pêche au sébaste de l’unité 1 dès la fin du moratoire. Plus précisément, une évaluation des conclusions tirées de la précédente évaluation des stocks. 
Des avis sont sollicités qui prennent en compte les données récentes des pêches expérimentales et repères dans le contexte de la plus récente évaluation des stocks afin de confirmer les tendances pour ces stocks.
"
Sciences halieutiques,Science de l'évaluation des stocks,Outils et approches de gestion,FS-11,"Améliorer ou élaborer des outils et des méthodes.
a. Faire des recherches sur l’utilisation de l’intelligence artificielle pour de multiples applications (p. ex. détection des prises accessoires, modélisation améliorée).
b. Élaborer ou étendre l’utilisation de méthodes ou outils novateurs pour surveiller, détecter et comprendre l’environnement, les espèces et les habitats marins (p. ex. espèces pour lesquelles les données sont limitées, notamment les espèces en péril et les méthodes de télédétection non invasives).
"
Sciences halieutiques,Science de l'évaluation des stocks,Outils et approches de gestion,FS-11,Amélioration des méthodes d’analyse des données de surveillance acoustique.
Sciences halieutiques,Science de l'évaluation des stocks,Outils et approches de gestion,FS-11,"Recherches et analyses visant à évaluer l’efficacité des mesures existantes, comme les mesures face aux pêches (p. ex., fermetures de zone de pêche, restriction ou modification de certains engins de pêche)."
Sciences halieutiques,Science de l'évaluation des stocks,Outils et approches de gestion,FS-11,Recherche sur la conception et l’efficacité des mesures de gestion spatiale (p. ex. stratégies de capture par rotation) et des mesures qui pourraient être utilisées pour soutenir des changements ou un élargissement dans l’utilisation des ressources (p. ex. changements de saison ou de conception des engins).
Sciences halieutiques,Science de l'évaluation des stocks,Activités de relevé et de surveillance,FS-12,"Productivité (principaux stocks)
Élaborer ou élargir les relevés ou les méthodes ou technologies de relevé pour appuyer les travaux d’évaluation des stocks principaux et secondaires (élargissement de la surveillance du recrutement de la civelle, résolution de l’incertitude acoustique pour le hareng, Didson pour le saumon atlantique, etc.), ainsi que des stocks d’espèces évaluées comme étant à risque par le COSEPAC.  
"
Sciences halieutiques,Science de l'évaluation des stocks,"Stocks de poissons transfrontaliers, chevauchants et grands migrateurs",FS-13,"Dans les ORGP et en vertu d’accords bilatéraux.
a) Renforcer la position du Canada aux réunions des ORGP concernant la mise en œuvre de l’AEP.
b) Renforcer les évaluations des ORGP et des stocks bilatéraux en intégrant les composantes de l’écosystème.
"
Sciences halieutiques,Science de l'évaluation des stocks,"Stocks de poissons transfrontaliers, chevauchants et grands migrateurs",FS-13,"Soutien scientifique à l’appui d’une prise de décision éclairée pour ce qui suit.
a) Organisations régionales de gestion des pêches (ORGP) pour les stocks chevauchants et les grands migrateurs.
b) Stocks transfrontaliers gérés en vertu d’un accord ou d’un traité bilatéral ou pour lesquels un mécanisme officiel est établi.
c) Stocks commerciaux actuels ou potentiels (transfrontaliers, chevauchants ou grands migrateurs) qui ne sont pas actuellement couverts par un régime de gestion officiel, mais pour lesquels il existe des répercussions sur la gouvernance internationale ou pour lesquels de tels accords internationaux sont conclus
"
Sciences halieutiques,Science de l'évaluation des stocks,Compréhension de la structure et du déplacement des stocks,FS-14,"PPH – Productivité (principaux stocks).
Fournir des avis sur la biologie, entre autres sur les habitudes de déplacement des principales espèces ciblées et sur les répercussions sur les cadres d’évaluation des stocks.
"
Sciences halieutiques,Science de l'évaluation des stocks,Compréhension de la structure et du déplacement des stocks,FS-14,"Évaluation des stocks et soutien scientifique à l'élaboration de recommandations sur les mesures de gestion pour les pêches commerciale, récréative, ASR et la chasse de subsistance
- Identification et caractérisation génétique des stocks ou différentes unités d'évaluation (maquereau, hareng, béluga du nord) (Maquereau: échancier = Moyen, priorité = haute)"
Sciences halieutiques,Science de l'évaluation des stocks,Compréhension de la structure et du déplacement des stocks,FS-14,"Comprendre la structure et les déplacements des stocks : taille et structure de la population des principales espèces de mammifères marins.

Données scientifiques de base pour améliorer la compréhension des rôles des mammifères marins et de leurs proies ainsi que des liens écologiques connexes. Données sur la répartition essentielles pour comprendre les ZIEB et appuyer l’établissement d’AMP et de désignations des habitats essentiels (p. ex. rorqual bleu, baleine noire, baleine à bec commune, tortues luths)."
