id,title,org,sector,type,status,date1,date2,contact,contact_org,comment1,comment2,comment3
1642,"Réseau électrique métropolitain (REM): Forages riv. Prairires, Forages chenal île des sœurs, Reloc. ruisseau des Prairies",Kanesatake,DRGÉ-PPPH,Consultation,active,Printemps-automne 2020,,,"IC, TC, ECCC",Commentaires écrits,"21 nov. 2017: envoyé par IC, lettre d'initiation de 
consultation
16 juillet 2018: envoyé par MPO lettre + document de consultation pour future autorisation 35, relocalisation ruissea des prairies.Après l'envoi des lettres de nov. 2017, Kanesetake aurait informé verbalement IC ne pas être 
intéressé à être consulté davantage pour le projet du REM",
1643,Modification à la Loi sur les pêches (Phase 4) -Politiques et réglements,,DRGÉ-PPPH,Engagement,upcoming,Printemps-été 2018,,Andréanne Demers,,à definir,,
1644,"Agrand. instal. portuaires, croissances activités, canal de Beauharnois, Salaberry-de-Valleyfield",Akwesasne,DRGÉ-PPPH,Consultation,active,,,,TC,Commentaires écrits,"31 mai 2019: durant réunion INFC, MPO, TC on apprend q'INFC veut financer le projet et relancer les consultations. Le promo. semble vouloir réactiver son ancien projet. Le projet était jusqu'à la ni-août 2018,  en ÉE art. 67. TC leadait les consultations avec MPO. Le projet était tombé en pause du côté du promo. Retrouver historique des consultation entre 2016 et 2018. 
6 juin 2019: demandé mise à jour sur examen régl. du projet à l'équipe technique. 
11 juin: INFC transmet à TC et MPO des info sur le projet. TC prépare une lettre de relance d'ÉE et de consultations. 
13 juin 2019: envoyé (TC) update à la communauté sur la reprise du projet, de l'ÉE et des consultations",
1645,"Agrand. instal. portuaires, croissances activités, canal de Beauharnois, Salaberry-de-Valleyfield",Kahnawà:ke,DRGÉ-PPPH,Consultation,active,,,,TC,Commentaires écrits,"31 mai 2019: durant réunion INFC, MPO, TC on apprend q'INFC veut financer le projet et relancer les consultations. Le promo. semble vouloir réactiver son ancien projet. Le projet était jusqu'à la ni-août 2018,  en ÉE art. 67. TC leadait les consultations avec MPO. Le projet était tombé en pause du côté du promo. Retrouver historique des consultation entre 2016 et 2018. 
6 juin 2019: demandé mise à jour sur examen régl. du projet à l'équipe technique. 
11 juin: INFC transmet à TC et MPO des info sur le projet. TC prépare une lettre de relance d'ÉE et de consultations. 
13 juin 2019: envoyé (TC) update à la communauté sur la reprise du projet, de l'ÉE et des consultations",
1646,"Agrand. instal. portuaires, croissances activités, canal de Beauharnois, Salaberry-de-Valleyfield",Kanesatake,DRGÉ-PPPH,Consultation,active,,,,TC,Commentaires écrits,"31 mai 2019: durant réunion INFC, MPO, TC on apprend q'INFC veut financer le projet et relancer les consultations. Le promo. semble vouloir réactiver son ancien projet. Le projet était jusqu'à la ni-août 2018,  en ÉE art. 67. TC leadait les consultations avec MPO. Le projet était tombé en pause du côté du promo. Retrouver historique des consultation entre 2016 et 2018. 
6 juin 2019: demandé mise à jour sur examen régl. du projet à l'équipe technique. 
11 juin: INFC transmet à TC et MPO des info sur le projet. TC prépare une lettre de relance d'ÉE et de consultations. 
13 juin 2019: envoyé (TC) update à la communauté sur la reprise du projet, de l'ÉE et des consultations",
1647,"Aménagement & exploitation fosse 160, détournement ruisseau Kaackakosig, mine Casa Berardi, La Sarre",,,,on hold,,,,,,,
1648,"Augmentation capacité d’entreposage des résidus et stériles, mine du Lac Bloom, Fermont / Bloom 2",,,,on hold,,,,,,,
1649,Autoroute 19 ,,DRGÉ-PPPH,Consultation,upcoming,,,,,,,
1650,"Barrage Timiskaming, rivière Outaouais",Algonquins,DRGÉ-PPPH,Consultation,active,,,,"ACÉE, SPAC, TC",Commentaires écrits et rencontre,"Pré-autorisation
6 avril 2017: ABC rédigé par SPAC-TPSGC Ontario (= promoteur) et lettre d'initiation de consultation envoyée à 26 PN's dont les suivantes au Qc: Algonquins of Barrière Lake, Communauté Anicinape de Kitcisakik, Conseil Première Nation Abitibiwinni, Eagle Village First Nation, Zitigan Zibi Anishinabeg, Long Point First Nation, Nation Anishnabe du Lac Simon, Timiskaming First Nation, Première Nation Wolf Lake.
5 juin 2018: Envoyé par ACÉE à Communauté de Nipissing, lettre d'initiation de consultation. MPO non consulté par ACÉE sur les communautés à consulter. Pont-barrage érigé entre 2 provinces, consultation des communautés prévue au Québec et en Ontario par ACÉE. 
21 juin 2018: Envoyée par ACÉE lignes directrices (LD) provisoires de l'ÉE aux PN's suivantes: Algonquins of Ontario, PN of Kebaowek, Metis Ontario, Nipissing, Pikwakanagan, Timiskaming, Wolf Lake.
17 juil. 2018: MPO transmet ses commentaires sur LD à l'ACÉE, dont commentaires sur consultations autochtones (ABC demandé)
27 juil. 2018: ACÉE informe MPO qu'ils fourniront leur ABC
Consultations: 18 janv. 2017, durant consultations sur nouvelle LP, Conseil tribal nation algonquine Anishinabeg est inquiet sur le projet et consultations. 
Projet: 8 Mai 2017, dans lettre à SPAC, Communauté Kitigan Zibi Anishinabeg se montre en défaveur du projet.
Poisson: 18 juil. 2017, durant réunion avec SPAC, communauté de Wolf Lake reproche absence du MPO, car questions en lien avec le poisson.
14 Septembre 2017 
Habitat poisson: 14 sept. 2017, lettre de la PN Kebaowek à la ministre de l'environement McKenna sur différentes préoccupations dont l'esturgeon. 
14 nov. 2017: Présentation de la PN Kebaowek aux différents ministères.  ",
1651,"Constr. pont ferroviaire, transp. collectif, fl St-Laurent/riv. des Prairies et Mille-Îles, Montréal",Kahnawà:ke,DRGÉ-PPPH,Consultation,,,,,Infrastructures Canada,Commentaires écrits et rencontre,Pré-autorisation,
1652,"Constr. pont ferroviaire, transp. collectif, fl St-Laurent/riv. des Prairies et Mille-Îles, Montréal",Kanesatake,DRGÉ-PPPH,Consultation,,,,,Infrastructures Canada,Commentaires écrits et rencontre,Pré-autorisation,
1653,"Construction canal intercepteur, projet 2045, mine du Mont-Wright, Fermont",Matimekush - Lac John,DRGÉ-PPPH,Consultation,upcoming,,,Annik,MPO,,,
1654,"Construction canal intercepteur, projet 2045, mine du Mont-Wright, Fermont",Uashat mak Mani-Utenam,DRGÉ-PPPH,Consultation,upcoming,,,Annik,MPO,,,
1655,"Construction d’infrastructures portuaires, projet Énergie Saguenay, rivière Saguenay, Saguenay - EP",Conseil de la Nation huronne-wendat,DRGÉ-PPPH,Consultation,active,,,Marion,"ACÉE, MPO, RNCan, ECCC, SC, TC",Commentaires écrits et rencontre,"Consultations de l'ACÉE sur l'ÉI et rencontre du 10 juil 2019:
- Effets sur les MM notamment sur le béluga du bruit sous-marin et de la hausse trafic maritime
- Effets cumulatifs du projet
- Diverses questions sur les critères d'analyse du MPO et les;
- Définition de la perte d'habitat essentiel vs. la composante acoustique de cet habitat;
- Augmentation des GES
",
1656,"Construction d’infrastructures portuaires, projet Énergie Saguenay, rivière Saguenay, Saguenay - EP",Essipit,DRGÉ-PPPH,Consultation,active,,,Marion,"ACÉE, MPO, RNCan, ECCC, SC, TC",Commentaires écrits et rencontre,"Consultations de l'ACÉE sur l'ÉI et rencontre du 10 juil 2019:
- Effets sur les MM notamment sur le béluga du bruit sous-marin et de la hausse trafic maritime
- Effets cumulatifs du projet
- Diverses questions sur les critères d'analyse du MPO et les;
- Définition de la perte d'habitat essentiel vs. la composante acoustique de cet habitat;
- Augmentation des GES
",
1657,"Construction d’infrastructures portuaires, projet Énergie Saguenay, rivière Saguenay, Saguenay - EP",Mashteuiatsh,DRGÉ-PPPH,Consultation,active,,,Marion,"ACÉE, MPO, RNCan, ECCC, SC, TC",Commentaires écrits et rencontre,"Consultations de l'ACÉE sur l'ÉI et rencontre du 10 juil 2019:
- Effets sur les MM notamment sur le béluga du bruit sous-marin et de la hausse trafic maritime
- Effets cumulatifs du projet
- Diverses questions sur les critères d'analyse du MPO et les;
- Définition de la perte d'habitat essentiel vs. la composante acoustique de cet habitat;
- Augmentation des GES
",
1658,"Construction d’infrastructures portuaires, projet Énergie Saguenay, rivière Saguenay, Saguenay - EP",Pessamit,DRGÉ-PPPH,Consultation,active,,,Marion,"ACÉE, MPO, RNCan, ECCC, SC, TC",Commentaires écrits et rencontre,"Consultations de l'ACÉE sur l'ÉI et rencontre du 10 juil 2019:
- Effets sur les MM notamment sur le béluga du bruit sous-marin et de la hausse trafic maritime
- Effets cumulatifs du projet
- Diverses questions sur les critères d'analyse du MPO et les;
- Définition de la perte d'habitat essentiel vs. la composante acoustique de cet habitat;
- Augmentation des GES
",
1659,"Construction d'un quai , expansion du Port de Québec, fleuve St-Laurent, Québec",Akwesasne,DRGÉ-PPPH,Consultation,active,,,Serge-Éric,"ACÉE, MPO",Commentaires écrits,Pré-autorisation,
1660,"Construction d'un quai , expansion du Port de Québec, fleuve St-Laurent, Québec",Conseil de la Nation huronne-wendat,DRGÉ-PPPH,Consultation,active,,,,"ACÉE, MPO",Commentaires écrits,"
Préoccupations : Effets cumulatifs des projets d'agrandissements portuaires sur le fleuve Saint-Laurent
Effets cumulatifs du transport maritime sur les poissons, pêches, mammifères marins, droits et intérêts autochtones",
1661,"Construction d'un quai , expansion du Port de Québec, fleuve St-Laurent, Québec",Essipit,DRGÉ-PPPH,Consultation,active,,,Serge-Éric,"ACÉE, MPO",Commentaires écrits,"20 août 2019: Préocupations similaires à celles du MPO (barre rayé, choix du site)",
1662,"Construction d'un quai , expansion du Port de Québec, fleuve St-Laurent, Québec",Grand Conseil de la Nation Waban-Aki,DRGÉ-PPPH,Consultation,active,,,,"ACÉE, MPO",Commentaires écrits,Pré-autorisation,
1663,"Construction d'un quai , expansion du Port de Québec, fleuve St-Laurent, Québec",Kahnawà:ke,DRGÉ-PPPH,Consultation,active,,,,"ACÉE, MPO",Commentaires écrits,"Lettredu 3 mars 2017 à l'ACÉE: 
- pas de données sur certaines espèces dont spp en danger et sur comment la compensation de leurs habitats perdus sera considérée. 
- augmentation du bruit sous-marin vs manque de mesures appropriées
- évaluation des impacts cumulatifs pas assez détaillée. 
- pas d'accord avec l'évaluation non significative des effets de l'ÉI du promo. 

Rencontre du 23 février 2017:
- Impacts of navigation and traffic through the St Lawrence Seaway;
- Impact to Fisheries, Fisheries Habitat and Permitting 
- purpose of the project and if the economic aspect is considered through the EA
- cumulative impacts assessment

Lettre du 23 janvier 2019 à ACÉE: 
- mésinformation sur les droits et intérêts de Kahnawake, retrait d'une entière section de l'ÉI exigée;
- effets cumulatifs
- impacts to fish habitat / food sources
- invasice species / ballast water
- necessity of the project, location of the project

Mémoire du 20 août 2019:
Préocupations similaires à celles du MPO (barre rayé, choix du site)",
1664,"Construction d'un quai , expansion du Port de Québec, fleuve St-Laurent, Québec",Kanesatake,DRGÉ-PPPH,Consultation,active,,,Serge-Éric,"ACÉE, MPO",Commentaires écrits,Pré-autorisation,
1665,"Construction d'un quai , expansion du Port de Québec, fleuve St-Laurent, Québec",Malécites de Viger,DRGÉ-PPPH,Consultation,active,,,Serge-Éric,"ACÉE, MPO",Commentaires écrits,Pré-autorisation,
1666,"Construction d'un quai , expansion du Port de Québec, fleuve St-Laurent, Québec",Mashteuiash,DRGÉ-PPPH,Consultation,active,,,Serge-Éric,"ACÉE, MPO",Commentaires écrits,,
1667,"Construction d'un quai , expansion du Port de Québec, fleuve St-Laurent, Québec",Pessamit,DRGÉ-PPPH,Consultation,active,,,Serge-Éric,"ACÉE, MPO",Commentaires écrits,Pré-autorisation,
1668,"Construction jetée et enrochement, Cargill, baie des Anglais, Baie-Comeau",Pessamit,DRGÉ-PPPH,Consultation,completed,,,,,Commentaires écrits,"18 mai 2018: ABC produite
25 mai 2018: envoyé lettre d'initiation consultation autorisation 35 et doc. consultation",
1669,"Construction nouveau pont, sécurité usagers, fleuve St-Laurent, entre Montréal et Brossard (nouveau pont Champlain)",Kahnawà:ke,DRGÉ-PPPH,Consultation,,,,,"Infrastructures Canada, TC, ECCC",Commentaires écrits et rencontre,Post-autorisation,
1670,"Construction ponceau, prolongement avenue du Labrador (rte 389), rivière Le Petit Bras, Baie-Comeau",Matimekush - Lac John,DRGÉ-PPPH,Consultation,active,,,Annik,,Commentaires écrits,"Post-autorisation
ABC produite en 2016 par MPO
24 avril 2017: envoyé lettre initiation consultation autorisation 35
25 juillet 2017: envoyé autorisation 35",
1671,"Construction ponceau, prolongement avenue du Labrador (rte 389), rivière Le Petit Bras, Baie-Comeau",Pessamit,DRGÉ-PPPH,Consultation,active,,,Annik,,Commentaires écrits,"Post-autorisation
ABC produite en 2016 par MPO
24 avril 2017: envoyé lettre initiation consultation autorisation 35
25 juillet 2017: envoyé autorisation 35",
1672,"Construction ponceau, prolongement avenue du Labrador (rte 389), rivière Le Petit Bras, Baie-Comeau",Uashat mak Mani-Utenam,DRGÉ-PPPH,Consultation,active,,,Annik,,Commentaires écrits,"Post-autorisation
ABC produite en 2016 par MPO
24 avril 2017: envoyé lettre initiation consultation autorisation 35
25 juillet 2017: envoyé autorisation 35",
1673,"Construction ponceau, rt 389, porjet B, km 0 à 22 rivière, Baie-Comeau",Pessamit,DRGÉ-PPPH,Consultation,upcoming,,,Annik,"INFC, MPO",Commentaires écrits,,
1674,"Construction ponts et ponceaux, amélioration rte 389,  Tronçon E",,DRGÉ-PPPH,Consultation,upcoming,,,,,,,
1675,"Construction ponts et ponceaux, amélioration rte 389, entre Fire Lake et Fermont Km 478-564 (Tronçon A)",Matimekush - Lac John,DRGÉ-PPPH,Consultation,,,,,ACÉE,Commentaires écrits et rencontre,"Pré-autorisation
ABC produite par ACÉE en 2015.
Ébauche rapport d'étude approfondie (RÉA) fédéral en cours de rédaction",
1676,"Construction ponts et ponceaux, amélioration rte 389, entre Fire Lake et Fermont Km 478-564 (Tronçon A)",Pessamit,DRGÉ-PPPH,Consultation,,,,,ACÉE,Commentaires écrits et rencontre,"Pré-autorisation
ABC produite par ACÉE en 2015.
Ébauche rapport d'étude approfondie (RÉA) fédéral en cours de rédaction",
1677,"Construction ponts et ponceaux, amélioration rte 389, entre Fire Lake et Fermont Km 478-564 (Tronçon A)",Uashat mak Mani-Utenam,DRGÉ-PPPH,Consultation,,,,,ACÉE,Commentaires écrits et rencontre,"Pré-autorisation
ABC produite par ACÉE en 2015.
Ébauche rapport d'étude approfondie (RÉA) fédéral en cours de rédaction
31 juillet 2018: ACÉE transmet au MPO un avis légal sur consultation de la famille Grégoire",
1678,"Construction ponts et ponceaux, amélioration rte 389, entre Manic-2 et Manic-3 (Km 22-110)",Matimekush - Lac John,DRGÉ-PPPH,Consultation,active,,,Annik,,Commentaires écrits,"Pré-autorisation
ABC produite en 2017 par MPO
28 juin 2018: envoyé lettre initiation consultation autorisation 35 + doc consultation
 ",
1679,"Construction ponts et ponceaux, amélioration rte 389, entre Manic-2 et Manic-3 (Km 22-110)",Pessamit,DRGÉ-PPPH,Consultation,active,,,Annik,,Commentaires écrits,"Pré-autorisation
ABC produite en 2017 par MPO
28 juin 2018: envoyé lettre initiation consultation autorisation 35 + doc consultation
30 juillet: reçu appel de M. PInette indiquant pas de préoccupations dsur projet.lettre suivra.
31 juillet 2018: autorisé projet (autorisation 2018-022)
31 juillet 2018: reçu lettrre demandant autorisation du MPO
 7 août 2018: envoyé autorisation 35 (2018-022) pour les travaux du segment 7 du projet D), soit entre Manic-2 et Manic-3. ",
1680,"Construction ponts et ponceaux, amélioration rte 389, entre Manic-2 et Manic-3 (Km 22-110)",Uashat mak Mani-Utenam,DRGÉ-PPPH,Consultation,active,,,Annik,,Commentaires écrits,"Pré-autorisation
ABC produite en 2017 par MPO
28 juin 2018: envoyé lettre initiation consultation autorisation 35 + doc consultation",
1681,"Construction ponts et ponceaux, amélioration rte 389, nord de Manic-5 (Km 240-254) Tronçon C",Matimekush - Lac John,DRGÉ-PPPH,Consultation,completed,,,Annik,,Commentaires écrits,"Post-autorisation 
ABC produite en 2016 par MPO
24 avril 2017: envoyé lettre initiation consultation autorisation 35
18 déc. 2017: envoyé lettre précisant 7 sites à restaurer et leur localisation
15 mars 2018: autorisation 35 délivrée au promo. (DPP-ER)",
1682,"Construction ponts et ponceaux, amélioration rte 389, nord de Manic-5 (Km 240-254) Tronçon C",Pessamit,DRGÉ-PPPH,Consultation,completed,,,Annik,,Commentaires écrits,"Post-autorisation 
ABC produite en 2016 par MPO
24 avril 2017: envoyé lettre initiation consultation autorisation 35
18 déc. 2017: envoyé lettre précisant 7 sites à restaurer et leur localisation
15 mars 2018: autorisation 35 délivrée au promo. (DPP-ER)",
1683,"Construction ponts et ponceaux, amélioration rte 389, nord de Manic-5 (Km 240-254) Tronçon C",Uashat mak Mani-Utenam,DRGÉ-PPPH,Consultation,completed,,,Annik,,Commentaires écrits,"Post-autorisation 
ABC produite en 2016 par MPO
24 avril 2017: envoyé lettre initiation consultation autorisation 35
18 déc. 2017: envoyé lettre précisant 7 sites à restaurer et leur localisation
15 mars 2018: autorisation 35 délivrée au promo. (DPP-ER)",
1684,"Construction ponts ferroviaires P-19752&19753, PM 60.1&60.3, riv. Cascapédia, Cascapédia-Saint-Jules",SMM,DRGÉ-PPPH,Consultation,upcoming,,,Annik,MPO,Commentaires écrits,,
1685,"Construction terminal maritime, expansion Port de Saguenay, rivière Saguenay, Ste-Rose-du-Nord EP",Conseil de la Nation huronne-wendat,DRGÉ-PPPH,Consultation,active,,,,"ACÉE, MPO",Commentaires écrits,"Pré-autorisation
ABC produite en 2015 par ACÉE (sans NHW au début)
24 nov. 2017: reçu par ACÉE lettre du Bureau Nionwentsïo informant que projet concernerait la NHW et pourrait 
affecter leurs usages
28 avr. 2018: reçu par ACÉE mémoire de NHW sur le projet. 
27 juil. 2018: L’ACÉE a rencontré les Innus Essipit, des Pekuakamiulnuatsh de Pessamit le 10 juillet sur le rapport provisoire d'ÉE à venir. 
Préoccupations : Étude du milieu marin: questionnement méthodo. et résultats. manque plusieurs espèces importantespour la communauté.
Compensation d'habitatpas assez détaillée. Souhait d'être impliqués dans travaux compensatoires.
Impacts du bruit sur le béluga, suivi du béluga
ffets cumulatif des installations portuaires et du transport maritime
Suivis biologiques:évolution de la compensation et résultats du suivi demandés.  

La Nation huronne-wendate a dit à l'ACÉE ne pas souhaiter de consultation en personne sur le rapport d'ÉE, mais demandé par écrit notamment que: 

Compensation: « Le promoteur élabore, à la satisfaction de MPO et en consultation avec les Premières Nations, tout plan compensatoire relatif aux dommages sérieux résiduels associés à l'exécution du projet désigné. ",
1686,"Construction terminal maritime, expansion Port de Saguenay, rivière Saguenay, Ste-Rose-du-Nord EP",Mashteuiatsh,DRGÉ-PPPH,Consultation,active,,,,"ACÉE, MPO",Commentaires écrits,"Pré-autorisation
10 juillet 2018 : rencontre entre ACÉE et les 3 communautés innues concernées (Essipit, Mahteuiash et Pessamit)
13 août 2018: reçu par ACÉE commentaires des 3 nations innues et des Hurons-Wendat sur le rapport d'Évaluation environnementale (RÉE) provisoire.
24 août 2018: Envoyé à ACÉE commentaires du MPO suite à la réception de ceux des PNs sur la version provisoire du RÉE. 
27 sept. 2018: ACÉE a transmis son plan de consultation à la communauté.
Compensation: Les 3 communautés Innues ont demandé d’être consultées et 
de participer à la planification des projets de compensation et de suivi sur 
l’habitat du poisson, entre autres",
1687,"Construction terminal maritime, expansion Port de Saguenay, rivière Saguenay, Ste-Rose-du-Nord EP",Pessamit,DRGÉ-PPPH,Consultation,active,,,,"ACÉE, MPO",Commentaires écrits,Idem qu'Essipit,
1688,Déconstruction du Pont Honoré Mercier,Kahnawà:ke,DRGÉ-PPPH,Consultation,upcoming,,,Serge-Éric,"INFC, MPO, TC",Commentaires écrits ,28  fév. 2019: lettre initiation de consultation envoyée par PJCCI et invitation à une rencontre. TC et MPO aussi impliqués dans les consultations. ,
1689,Déconstruction du Pont Honoré Mercier,Kanesatake,DRGÉ-PPPH,Consultation,upcoming,,,Serge-Éric,"INFC, MPO, TC",Commentaires écrits ,,
1690,"Dragage et enlèvement de plantes aquatiques, Recreation Bay, Kahnawake (MCK est le promoteur)",Kahnawà:ke,DRGÉ-PPPH,Consultation,completed,,,Serge-Éric,,,"Pas de consultation, le promoteur est Kahnawake
18 juillet 2018: projet autorisé",
1691,Dragage et réfection murs marina Matane ,Listuguj,DRGÉ-PPPH,Consultation,active,,,Annik,"MPO, TC",Commentaires écrits,,Valider l'avancement
1692,Dragage et réfection murs marina Matane ,Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,active,,,Annik,"MPO, TC",Commentaires écrits,,
1693,"Dragage marina, maintenir profondeur sécuritaire, estuaire du Saint-Laurent, Rivière-du-Loup",Conseil de la Nation huronne-wendat,DRGÉ-PPPH,Consultation,,,,,,Commentaires écrits,"Pré-autorisation
ABC produite par MPO février 2018",
1694,"Dragage marina, maintenir profondeur sécuritaire, estuaire du Saint-Laurent, Rivière-du-Loup",Malécites de Viger,DRGÉ-PPPH,Consultation,on hold,,,,,Commentaires écrits,"Pré-autorisation
ABC produite par MPO février 2018",
1695,"Dragage Sandy Beach, Baie de Gaspé",Secrétariat Mi'gmawei Mawiomi,DRGÉ-PPPH,Consultation,,,,,TC,Commentaires écrits et rencontre,Pré-autorisation,
1696,"Dragage, canaux, Île-aux-Noix",,DRGÉ-PPPH,Consultation,upcoming,,,,,,,
1697,"Enrochement, satbilisation berge, golfe Saint-Laurent, Unamen Shipu (La Romaine)",Unamen Shipu (La Romaine),DRGÉ-PPPH,Consultation,on hold,,,Annik,,,,
1698,"Enrochement, stabilisation de berges, rivière Laval, Forestville",Pessamit,DRGÉ-PPPH,Consultation,active,,,,,Commentaires écrits,"Post-autorisation
ABC produite en avril 2017 par MPO
26 avril 2017: envoyé lettre initiation consultation autorisation 35 + doc. de consultation",
1699,"Exploitation de fer, titane et vanadium, projet minier BlackRock, lac Laugon, Chibougamau",Mashteuiash,DRGÉ-PPPH,Consultation,completed,,,Stéph A.,"ACÉE, MPO, RNCan, ECCC, SC",Commentaires écrits,,
1700,"Exploitation de fer, titane et vanadium, projet minier BlackRock, lac Laugon, Chibougamau",Mistissini,DRGÉ-PPPH,Consultation,completed,,,Stéph A.,"ACÉE, MPO, RNCan, ECCC, SC",Commentaires écrits,,
1701,"Exploitation de fer, titane et vanadium, projet minier BlackRock, lac Laugon, Chibougamau",Oujé-Bougoumou,DRGÉ-PPPH,Consultation,completed,,,Stéph A.,"ACÉE, MPO, RNCan, ECCC, SC",Commentaires écrits,,
1702,"Exploitation de fer, titane et vanadium, projet minier BlackRock, lac Laugon, Chibougamau",Waswanipi,DRGÉ-PPPH,Consultation,completed,,,Stéph A.,"ACÉE, MPO, RNCan, ECCC, SC",Commentaires écrits,,
1703,"Exploitation gisement de lithium, projet de mine de lithium Baie James (Galaxy), Baie James",Eastmain,DRGÉ-PPPH,Consultation,active,,,Marion ,,Commentaires écrits et rencontre,,
1704,"Exploitation gisement de lithium, projet de mine de lithium Baie James (Galaxy), Baie James",Nemaska,DRGÉ-PPPH,Consultation,active,,,Marion ,,Commentaires écrits et rencontre,,
1705,"Exploitation gisement de lithium, projet de mine de lithium Baie James (Galaxy), Baie James",Pikogan,DRGÉ-PPPH,Consultation,active,,,Marion ,,Commentaires écrits et rencontre,Pikogan a indiqué à l’Agence qu’elle n’avait pas d’intérêt pour la consultation,
1706,"Exploitation gisement de lithium, projet de mine de lithium Baie James (Galaxy), Baie James",Waskaganish,DRGÉ-PPPH,Consultation,active,,,Marion ,,Commentaires écrits et rencontre,,
1707,"Exploitation gisement de lithium, projet de mine de lithium Baie James (Galaxy), Baie James",Waswanipi,DRGÉ-PPPH,Consultation,active,,,Marion ,,Commentaires écrits et rencontre,,
1708,"Exploitation gisement spodumène, production de concentré, projet minier Whabouchi, Baie James",,,,on hold,,,,,,,
1709,"Exploitation tantale et lithium, projet minier Rose, Baie-James",Eastmain,DRGÉ-PPPH,Consultation,,,,Marion ,,Commentaires écrits et rencontre,,
1710,"Exploitation tantale et lithium, projet minier Rose, Baie-James",Nemaska,DRGÉ-PPPH,Consultation,,,,Marion ,,Commentaires écrits et rencontre,,
1711,"Forage géotehcniques, Pont Mercier, Lac Saint-Louis Fleuve saint-Laurent",Kahnawà:ke,DRGÉ-PPPH,Information,active,,,Simon,,Pas de consultation préalable,"6 juin 2018: Reçu lettre de préoccupation de la communauté, car forage dans leurs sites de pêche.
9 juillet: Envoyé à la communauté toute les info. sur le dossier: lettre d'avis et demande d'examen en français.   
13 juillet: reçu de la communauté demande de traduire les doc. 
31 juillet: Reçu lettre du Chef Philips jugeant l'avis du MPO illégal et invalide. 
Pas été consultés: Projet traité en lettre d'avis par MPO, mais ont signalé quel 'un des forages tombait dans leur site de pêche et qu'il fallait leur accord pour que le promo. puisse se rendre au site de forage. 
Lettre Juillet 2018: Avis du MPO jugé illégal et invalide. Ereurs et irrégularités constatées dans décision du MPO: demande d'examen était incomplète; pas d'nalyse des impacts de levées sismiques; esturgeon et aires d'alevinage pas  considérées, ni le savoir autochtone; aucune consultation préalable du MPO.",
1712,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,AGHAMM,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1713,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Algonquins (Anishinabeg),DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1714,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,AMIK,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1715,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,CCCPP,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1716,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Comité consultatif pour l'environnement de la Baie James (CCEBJ),DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1717,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Comité consultatif sur l’environnement Kativik (CCEK),DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1718,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Conseil de la Nation huronne-wendat,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1719,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Conseil tribal Attikamekw,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1720,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Conseil tribal Mamuitun,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1721,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Eeyou Marine Region Wildlife Board,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1722,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,GMRC,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
1723,L’approche proposée pour un règlement pris en vertu de dispositions proposées relatives au poisson et à son habitat de la Loi sur les pêches,Grand Conseil de la Nation Waban-Aki,DRGÉ-PPPH,Consultation,completed,,,Andréanne Demers,,Lettre,lettre envoyée le 1er août 2018,
